phase,category,question,template_id,generated_cypher,answer,if_correct
Phase 1,Simple Relationship Queries - Outgoing,Get enzyme activities of K00059,T018,MATCH (o:Ortholog {id: 'K00059'})-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,"[{'e': {'names': ['3-oxoacyl-[acyl-carrier-protein] reductase', 'beta-ketoacyl-[acyl-carrier protein](ACP) reductase', 'beta-ketoacyl acyl carrier protein (ACP) reductase', 'beta-ketoacyl reductase', 'beta-ketoacyl thioester reductase', 'beta-ketoacyl-ACP reductase', 'beta-ketoacyl-acyl carrier protein reductase', '3-ketoacyl acyl carrier protein reductase', 'NADPH-specific 3-oxoacyl-[acylcarrier protein]reductase', '3-oxoacyl-[ACP]reductase', '(3R)-3-hydroxyacyl-[acyl-carrier-protein]:NADP+ oxidoreductase'], 'sysname': '(3R)-3-hydroxyacyl-[acyl-carrier protein]:NADP+ oxidoreductase', 'name': '3-oxoacyl-[acyl-carrier-protein] reductase', 'link': 'https://rest.kegg.jp/get/1.1.1.100', 'id': 'EC:1.1.1.100'}}]",1
Phase 1,Simple Relationship Queries - Outgoing,Which enzymes does ortholog K00059 correspond to?,T018,MATCH (o:Ortholog {id: 'K00059'})-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,"[{'e': {'names': ['3-oxoacyl-[acyl-carrier-protein] reductase', 'beta-ketoacyl-[acyl-carrier protein](ACP) reductase', 'beta-ketoacyl acyl carrier protein (ACP) reductase', 'beta-ketoacyl reductase', 'beta-ketoacyl thioester reductase', 'beta-ketoacyl-ACP reductase', 'beta-ketoacyl-acyl carrier protein reductase', '3-ketoacyl acyl carrier protein reductase', 'NADPH-specific 3-oxoacyl-[acylcarrier protein]reductase', '3-oxoacyl-[ACP]reductase', '(3R)-3-hydroxyacyl-[acyl-carrier-protein]:NADP+ oxidoreductase'], 'sysname': '(3R)-3-hydroxyacyl-[acyl-carrier protein]:NADP+ oxidoreductase', 'name': '3-oxoacyl-[acyl-carrier-protein] reductase', 'link': 'https://rest.kegg.jp/get/1.1.1.100', 'id': 'EC:1.1.1.100'}}]",1
Phase 1,Simple Relationship Queries - Outgoing,Which functional units include gene ats:109733199?,T013,MATCH (g:Gene {id: 'ats:109733199'})-[:MEMBER_OF]->(f:FunctionalUnit) RETURN f,"[{'f': {'name': 'ats:109732488 ats:109733199 ats:109740506 ats:109745878 ats:109750833 ats:109754734 ats:109763280 ats:109765736 ats:109784578', 'id': 'path:ats03018_179', 'type': 'gene'}}]",1
Phase 1,Simple Relationship Queries - Outgoing,What functional units contain gene ats:109761713?,T013,MATCH (g:Gene {id: 'ats:109761713'})-[:MEMBER_OF]->(f:FunctionalUnit) RETURN f,"[{'f': {'name': 'ats:109761713', 'id': 'path:ats03018_244', 'type': 'gene'}}]",1
Phase 1,Simple Relationship Queries - Outgoing,Get functional units for gene ath:AT1G54220,T013,MATCH (g:Gene {id: 'ath:AT1G54220'})-[:MEMBER_OF]->(f:FunctionalUnit) RETURN f,[],1
Phase 1,Simple Relationship Queries - Incoming,Which genes encode enzyme EC:2.3.1.199?,T019,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:2.3.1.199'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 19-like', 'link': 'https://rest.kegg.jp/get/gmx:102669768', 'position': '20:47148210..47150035', 'id': 'gmx:102669768'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 10', 'link': 'https://rest.kegg.jp/get/gmx:100818799', 'position': '6:4398308..4403290', 'id': 'gmx:100818799'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100818350', 'position': '10:complement(47104121..47105706)', 'id': 'gmx:100818350'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 11', 'link': 'https://rest.kegg.jp/get/gmx:100817884', 'position': '5:complement(967729..970992)', 'id': 'gmx:100817884'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100816997', 'position': '20:35696263..35698303', 'id': 'gmx:100816997'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA sy",1
Phase 1,Simple Relationship Queries - Incoming,Show genes that produce EC:2.3.1.199,T019,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:2.3.1.199'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 19-like', 'link': 'https://rest.kegg.jp/get/gmx:102669768', 'position': '20:47148210..47150035', 'id': 'gmx:102669768'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 10', 'link': 'https://rest.kegg.jp/get/gmx:100818799', 'position': '6:4398308..4403290', 'id': 'gmx:100818799'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100818350', 'position': '10:complement(47104121..47105706)', 'id': 'gmx:100818350'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 11', 'link': 'https://rest.kegg.jp/get/gmx:100817884', 'position': '5:complement(967729..970992)', 'id': 'gmx:100817884'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100816997', 'position': '20:35696263..35698303', 'id': 'gmx:100816997'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA sy",1
Phase 1,Simple Relationship Queries - Incoming,Find genes encoding EC:2.3.1.199,T019,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:2.3.1.199'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 19-like', 'link': 'https://rest.kegg.jp/get/gmx:102669768', 'position': '20:47148210..47150035', 'id': 'gmx:102669768'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 10', 'link': 'https://rest.kegg.jp/get/gmx:100818799', 'position': '6:4398308..4403290', 'id': 'gmx:100818799'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100818350', 'position': '10:complement(47104121..47105706)', 'id': 'gmx:100818350'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 11', 'link': 'https://rest.kegg.jp/get/gmx:100817884', 'position': '5:complement(967729..970992)', 'id': 'gmx:100817884'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100816997', 'position': '20:35696263..35698303', 'id': 'gmx:100816997'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA sy",1
Phase 1,Simple Relationship Queries - Incoming,Get genes for enzyme EC:2.3.1.199,T019,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:2.3.1.199'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 19-like', 'link': 'https://rest.kegg.jp/get/gmx:102669768', 'position': '20:47148210..47150035', 'id': 'gmx:102669768'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 10', 'link': 'https://rest.kegg.jp/get/gmx:100818799', 'position': '6:4398308..4403290', 'id': 'gmx:100818799'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100818350', 'position': '10:complement(47104121..47105706)', 'id': 'gmx:100818350'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 11', 'link': 'https://rest.kegg.jp/get/gmx:100817884', 'position': '5:complement(967729..970992)', 'id': 'gmx:100817884'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100816997', 'position': '20:35696263..35698303', 'id': 'gmx:100816997'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA sy",1
Phase 1,Simple Relationship Queries - Incoming,Which genes code for EC:2.3.1.199,T019,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:2.3.1.199'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 19-like', 'link': 'https://rest.kegg.jp/get/gmx:102669768', 'position': '20:47148210..47150035', 'id': 'gmx:102669768'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 10', 'link': 'https://rest.kegg.jp/get/gmx:100818799', 'position': '6:4398308..4403290', 'id': 'gmx:100818799'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100818350', 'position': '10:complement(47104121..47105706)', 'id': 'gmx:100818350'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 11', 'link': 'https://rest.kegg.jp/get/gmx:100817884', 'position': '5:complement(967729..970992)', 'id': 'gmx:100817884'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100816997', 'position': '20:35696263..35698303', 'id': 'gmx:100816997'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA sy",1
Phase 1,Simple Relationship Queries - Incoming,List genes that encode EC:2.3.1.199,T019,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:2.3.1.199'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 19-like', 'link': 'https://rest.kegg.jp/get/gmx:102669768', 'position': '20:47148210..47150035', 'id': 'gmx:102669768'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 10', 'link': 'https://rest.kegg.jp/get/gmx:100818799', 'position': '6:4398308..4403290', 'id': 'gmx:100818799'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100818350', 'position': '10:complement(47104121..47105706)', 'id': 'gmx:100818350'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 11', 'link': 'https://rest.kegg.jp/get/gmx:100817884', 'position': '5:complement(967729..970992)', 'id': 'gmx:100817884'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA synthase 6', 'link': 'https://rest.kegg.jp/get/gmx:100816997', 'position': '20:35696263..35698303', 'id': 'gmx:100816997'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-ketoacyl-CoA sy",1
Phase 1,Simple Relationship Queries - Incoming,Which genes belong to ortholog K00382?,T020,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K00382'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) ferric leghemoglobin reductase-2 precursor', 'link': 'https://rest.kegg.jp/get/gmx:547523', 'position': '7:complement(41693652..41696499)', 'id': 'gmx:547523'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) dihydrolipoyl dehydrogenase 2, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100809578', 'position': '7:42489328..42495218', 'id': 'gmx:100809578'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) dihydrolipoyl dehydrogenase 2, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100803176', 'position': '15:11735451..11741210', 'id': 'gmx:100803176'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) leghemoglobin reductase-like', 'link': 'https://rest.kegg.jp/get/gmx:100788043', 'position': '17:complement(2801270..2804443)', 'id': 'gmx:100788043'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) dihydrolipoyl dehydrogenase 2, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100782004', 'position': '17:complement(2362932..2371663)', 'id': 'g",1
Phase 1,Simple Relationship Queries - Incoming,Show genes in KO group K00382,T020,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K00382'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) ferric leghemoglobin reductase-2 precursor', 'link': 'https://rest.kegg.jp/get/gmx:547523', 'position': '7:complement(41693652..41696499)', 'id': 'gmx:547523'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) dihydrolipoyl dehydrogenase 2, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100809578', 'position': '7:42489328..42495218', 'id': 'gmx:100809578'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) dihydrolipoyl dehydrogenase 2, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100803176', 'position': '15:11735451..11741210', 'id': 'gmx:100803176'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) leghemoglobin reductase-like', 'link': 'https://rest.kegg.jp/get/gmx:100788043', 'position': '17:complement(2801270..2804443)', 'id': 'gmx:100788043'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) dihydrolipoyl dehydrogenase 2, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100782004', 'position': '17:complement(2362932..2371663)', 'id': 'g",1
Phase 1,Simple Relationship Queries - Incoming,Find genes for ortholog K10246,T020,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K10246'}) RETURN g,[],1
Phase 1,Simple Relationship Queries - Incoming,Get genes in ortholog K09458,T020,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K09458'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) beta-ketoacyl-ACP synthetase I-2', 'link': 'https://rest.kegg.jp/get/gmx:548028', 'position': '5:32313815..32320036', 'id': 'gmx:548028'}}, {'g': {'symbol': 'KASII-A', 'species': 'gmx', 'name': '(RefSeq) beta-ketoacyl-ACP synthetase 2 precursor', 'link': 'https://rest.kegg.jp/get/gmx:547591', 'position': '17:complement(3527662..3534601)', 'id': 'gmx:547591'}}, {'g': {'symbol': 'KASI', 'species': 'gmx', 'name': '(RefSeq) beta-ketoacyl-ACP synthetase I', 'link': 'https://rest.kegg.jp/get/gmx:547575', 'position': '8:6359386..6364369', 'id': 'gmx:547575'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-oxoacyl-[acyl-carrier-protein] synthase II, chloroplastic-like', 'link': 'https://rest.kegg.jp/get/gmx:112997810', 'position': '9:7563534..7566536', 'id': 'gmx:112997810'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) LOW QUALITY PROTEIN: 3-oxoacyl-[acyl-carrier-protein] synthase I, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100818559', 'p",1
Phase 1,Simple Relationship Queries - Incoming,Which genes are in KO K00059?,T020,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K00059'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) 3-oxoacyl-[acyl-carrier-protein] reductase 4', 'link': 'https://rest.kegg.jp/get/gmx:100811718', 'position': '8:complement(7832663..7835661)', 'id': 'gmx:100811718'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-oxoacyl-[acyl-carrier-protein] reductase 4', 'link': 'https://rest.kegg.jp/get/gmx:100809809', 'position': '18:667263..671372', 'id': 'gmx:100809809'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) NADPH-dependent aldehyde reductase-like protein, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100809416', 'position': '16:3909342..3910274', 'id': 'gmx:100809416'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-oxoacyl-[acyl-carrier-protein] reductase 4', 'link': 'https://rest.kegg.jp/get/gmx:100806814', 'position': '11:complement(38933010..38937131)', 'id': 'gmx:100806814'}}]",1
Phase 1,Simple Relationship Queries - Incoming,List genes belonging to ortholog K00059,T020,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K00059'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) 3-oxoacyl-[acyl-carrier-protein] reductase 4', 'link': 'https://rest.kegg.jp/get/gmx:100811718', 'position': '8:complement(7832663..7835661)', 'id': 'gmx:100811718'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-oxoacyl-[acyl-carrier-protein] reductase 4', 'link': 'https://rest.kegg.jp/get/gmx:100809809', 'position': '18:667263..671372', 'id': 'gmx:100809809'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) NADPH-dependent aldehyde reductase-like protein, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100809416', 'position': '16:3909342..3910274', 'id': 'gmx:100809416'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-oxoacyl-[acyl-carrier-protein] reductase 4', 'link': 'https://rest.kegg.jp/get/gmx:100806814', 'position': '11:complement(38933010..38937131)', 'id': 'gmx:100806814'}}]",1
Phase 1,Simple Relationship Queries - Incoming,What are the substrates of reaction R07449?,T021,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R07449'}) RETURN c,"[{'c': {'names': ['6-Deoxoteasterone'], 'name': '6-Deoxoteasterone', 'link': 'https://rest.kegg.jp/get/C15799', 'formula': 'C28H50O3', 'id': 'C15799', 'exact_mass': '434.3760'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Which compounds are inputs to reaction R07449?,T021,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R07449'}) RETURN c,"[{'c': {'names': ['6-Deoxoteasterone'], 'name': '6-Deoxoteasterone', 'link': 'https://rest.kegg.jp/get/C15799', 'formula': 'C28H50O3', 'id': 'C15799', 'exact_mass': '434.3760'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Show substrates for reaction R00200,T021,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R00200'}) RETURN c,[],1
Phase 1,Simple Relationship Queries - Incoming,Find input compounds of reaction R07449,T021,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R07449'}) RETURN c,"[{'c': {'names': ['6-Deoxoteasterone'], 'name': '6-Deoxoteasterone', 'link': 'https://rest.kegg.jp/get/C15799', 'formula': 'C28H50O3', 'id': 'C15799', 'exact_mass': '434.3760'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Get substrates of reaction R07764,T021,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R07764'}) RETURN c,"[{'c': {'names': ['(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]', '(R)-3-Hydroxyoctadecanoyl-[acp]', '(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]', '(R)-3-Hydroxystearoyl-[acp]', '(R)-3-Hydroxystearoyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C16220', 'name': '(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]', 'formula': 'C18H35O2SR', 'id': 'C16220'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Which compounds does reaction  R07449 consume?,T021,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R07449'}) RETURN c,"[{'c': {'names': ['6-Deoxoteasterone'], 'name': '6-Deoxoteasterone', 'link': 'https://rest.kegg.jp/get/C15799', 'formula': 'C28H50O3', 'id': 'C15799', 'exact_mass': '434.3760'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Which enzymes catalyze reaction R07449?,T023,MATCH (e:EC)-[:CATALYZES]->(r:Reaction {id: 'R07449'}) RETURN e,[{'e': {'id': 'EC:1.14.-.-'}}],1
Phase 1,Simple Relationship Queries - Incoming,Show catalysts for reaction R01280,T023,MATCH (e:EC)-[:CATALYZES]->(r:Reaction {id: 'R01280'}) RETURN e,"[{'e': {'names': ['long-chain-fatty-acid---CoA ligase', 'acyl-CoA synthetase', 'fatty acid thiokinase (long chain)', 'acyl-activating enzyme', 'palmitoyl-CoA synthase', 'lignoceroyl-CoA synthase', 'arachidonyl-CoA synthetase', 'acyl coenzyme A synthetase', 'acyl-CoA ligase', 'palmitoyl coenzyme A synthetase', 'thiokinase', 'palmitoyl-CoA ligase', 'acyl-coenzyme A ligase', 'fatty acid CoA ligase', 'long-chain fatty acyl coenzyme A synthetase', 'oleoyl-CoA synthetase', 'stearoyl-CoA synthetase', 'long chain fatty acyl-CoA synthetase', 'long-chain acyl CoA synthetase', 'fatty acid elongase', 'LCFA synthetase', 'pristanoyl-CoA synthetase', 'ACS3', 'long-chain acyl-CoA synthetase I', 'long-chain acyl-CoA synthetase II', 'fatty acyl-coenzyme A synthetase', 'long-chain acyl-coenzyme A synthetase', 'FAA1'], 'sysname': 'long-chain fatty acid:CoA ligase (AMP-forming)', 'name': 'long-chain-fatty-acid---CoA ligase', 'link': 'https://rest.kegg.jp/get/6.2.1.3', 'id': 'EC:6.2.1.3'}}]",1
Phase 1,Simple Relationship Queries - Incoming,What orthologs perform reaction R06870?,CUSTOM,MATCH (o:Ortholog)-[:CATALYZES]->(r:Reaction {id: 'R06870'}) RETURN o,"[{'o': {'symbol': 'PHOSPHO1', 'link': 'https://rest.kegg.jp/get/K06124', 'name': 'phosphoethanolamine/phosphocholine phosphatase [EC:3.1.3.75]', 'id': 'K06124'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Find enzymes that catalyze reaction  R07449,T023,MATCH (e:EC)-[:CATALYZES]->(r:Reaction {id: 'R07449'}) RETURN e,[{'e': {'id': 'EC:1.14.-.-'}}],1
Phase 1,Simple Relationship Queries - Incoming,Get catalysts of reaction R06871,T023,MATCH (e:EC)-[:CATALYZES]->(r:Reaction {id: 'R06871'}) RETURN e,"[{'e': {'names': ['phosphoethanolamine/phosphocholine phosphatase', 'PHOSPHO1', '3X11A'], 'sysname': 'phosphoethanolamine phosphohydrolase', 'name': 'phosphoethanolamine/phosphocholine phosphatase', 'link': 'https://rest.kegg.jp/get/3.1.3.75', 'id': 'EC:3.1.3.75'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Which EC numbers catalyze reaction R10826?,T023,MATCH (e:EC)-[:CATALYZES]->(r:Reaction {id: 'R10826'}) RETURN e,"[{'e': {'names': ['very-long-chain 3-oxoacyl-CoA reductase', 'very-long-chain 3-ketoacyl-CoA reductase', 'very-long-chain beta-ketoacyl-CoA reductase', 'KCR (gene name)', 'IFA38 (gene name)'], 'sysname': '(3R)-3-hydroxyacyl-CoA:NADP+ oxidoreductase', 'name': 'very-long-chain 3-oxoacyl-CoA reductase', 'link': 'https://rest.kegg.jp/get/1.1.1.330', 'id': 'EC:1.1.1.330'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Which reactions produce compound C00422?,T015,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C00422'}) RETURN r,"[{'r': {'equation': 'C00865 + C00641 <=> C06254 + C00422', 'link': 'https://rest.kegg.jp/get/R05333', 'name': 'phospholipid:1,2-diacyl-sn-glycerol O-acyltransferase', 'definition': 'Phospholipid + 1,2-Diacyl-sn-glycerol <=> Lysophospholipid + Triacylglycerol', 'id': 'R05333'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Show reactions that generate C00422,T015,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C00422'}) RETURN r,"[{'r': {'equation': 'C00865 + C00641 <=> C06254 + C00422', 'link': 'https://rest.kegg.jp/get/R05333', 'name': 'phospholipid:1,2-diacyl-sn-glycerol O-acyltransferase', 'definition': 'Phospholipid + 1,2-Diacyl-sn-glycerol <=> Lysophospholipid + Triacylglycerol', 'id': 'R05333'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Find reactions producing compound C00052,T015,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C00052'}) RETURN r,[],1
Phase 1,Simple Relationship Queries - Incoming,Get reactions that make C00422,T015,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C00422'}) RETURN r,"[{'r': {'equation': 'C00865 + C00641 <=> C06254 + C00422', 'link': 'https://rest.kegg.jp/get/R05333', 'name': 'phospholipid:1,2-diacyl-sn-glycerol O-acyltransferase', 'definition': 'Phospholipid + 1,2-Diacyl-sn-glycerol <=> Lysophospholipid + Triacylglycerol', 'id': 'R05333'}}]",1
Phase 1,Simple Relationship Queries - Incoming,Which reactions output compound C06157?,T015,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C06157'}) RETURN r,"[{'r': {'equation': 'C00527 + C15973 <=> C00010 + C06157', 'link': 'https://rest.kegg.jp/get/R02571', 'name': 'glutaryl-CoA:enzyme-N6-(dihydrolipoyl)lysine S-glutaryltransferase', 'definition': 'Glutaryl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine', 'id': 'R02571'}}]",1
