pmid,question_type,question,answer,entities_used,difficulty,topic,category_id,category_name,title,abstract_word_count
7979400,numerical,How did the cooler temperature regime (10°C/5°C) specifically influence the accumulation of oleic acid (18:1) in the WR586 mutant?,"In the WR586 mutant, oleic acid (18:1) accumulated to higher levels when the seedlings were grown in the cooler temperature conditions, indicating that its synthesis is induced by chilling.","WR586 mutant, oleic acid, temperature",medium,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Biochemical characterization of temperature-induced changes in lipid metabolism in a high oleic acid mutant of Brassica rapa.,234
25748379,factual,What specific hydrolysates derived from the food industry were utilized as the primary carbon and nitrogen sources for cultivating Schizochytrium limacinum OUC88?,"The primary carbon source was glucose obtained from maize starch hydrolysate, and the main nitrogen source was soybean meal hydrolysate.","Schizochytrium limacinum OUC88, maize starch hydrolysate, soybean meal hydrolysate",easy,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Production of high docosahexaenoic acid by Schizochytrium sp. using low-cost raw materials from food industry.,142
25748379,numerical,"In the 10L bioreactor fermentation, what were the comparative yields of docosahexaenoic acid (DHA) when using soybean meal hydrolysate versus yeast extract as the principal nitrogen source?","When soybean meal hydrolysate was used as the main nitrogen source, the DHA yield was 20.7 g/L, compared to a yield of 13.3 g/L when yeast extract was used.","docosahexaenoic acid, soybean meal hydrolysate, yeast extract",medium,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Production of high docosahexaenoic acid by Schizochytrium sp. using low-cost raw materials from food industry.,142
26339641,factual,"What was the outcome in Arabidopsis seeds when three key enzymes—Δ(6)-desaturase, an ELOVL5-like elongase, and Δ(5)-desaturase—were co-expressed to modify the fatty acid profile?","The co-expression of the three enzymes resulted in the synthesis of C22 fatty acids, specifically docosapentaenoic acid (22:5 n-3) and docosatetraenoic acid (22:4 n-6), as well as C20 fatty acids like eicosapentaenoic acid (20:5 n-3) and arachidonic acid (20:4 n-6) within the Arabidopsis seeds.","Arabidopsis, Δ(6)-desaturase, ELOVL5-like enzyme, Δ(5)-desaturase, docosapentaenoic acid, docosatetraenoic acid, eicosapentaenoic acid, arachidonic acid",easy,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Heterologous Reconstitution of Omega-3 Polyunsaturated Fatty Acids in Arabidopsis.,179
26339641,numerical,Which specific transgenic line was identified as a potentially useful tool for creating a sustainable system for omega-3 fatty acid production due to its synthesis of stearidonic acid (18:4 n-3)?,"The transgenic T3 line designated 63-1 was noted for its reasonable synthesis of omega-3 stearidonic acid, making it a promising candidate for sustainable omega-3 production in seeds.","transgenic T3 line 63-1, omega-3 stearidonic acid",medium,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Heterologous Reconstitution of Omega-3 Polyunsaturated Fatty Acids in Arabidopsis.,179
12232312,factual,"What specific enzymatic function was found to be deficient in the Arabidopsis fab1 mutant, and what was inferred about the identity of the fab1 gene as a result?","The fab1 mutant was shown to have reduced activity of 3-ketoacyl-acyl carrier protein synthase II, which led to the inference that the fab1 locus may be the gene that codes for this enzyme.","fab1, 3-ketoacyl-acyl carrier protein synthase II",easy,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,A Mutant of Arabidopsis Deficient in the Elongation of Palmitic Acid.,145
12232312,numerical,"Based on labeling experiments, how did the mutation in the fab1 locus affect the relative contributions of the prokaryotic and eukaryotic pathways to lipid synthesis?","The mutation resulted in a minor shift in the balance between the two pathways, causing an increase in the synthesis of chloroplast lipids via the prokaryotic route and a corresponding decrease in synthesis through the eukaryotic route.","[14C]acetate, prokaryotic pathway, eukaryotic pathway",medium,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,A Mutant of Arabidopsis Deficient in the Elongation of Palmitic Acid.,145
29156572,factual,"What is the identity of the extracellular enzyme that polymerizes cutin monomers, and what class of proteins does it belong to?","The enzyme responsible for polymerizing cutin monomers is cutin synthase 1 (CUS1), which is an acyl transferase belonging to the GDSL lipase protein family.","cutin synthase 1, GDSL lipase protein family, cutin monomers",easy,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Assembly of the Cutin Polyester: From Cells to Extracellular Cell Walls.,192
29156572,methodological,What experimental approaches were utilized to formulate hypothetical models of how cutin is polymerized?,"Hypothetical models for cutin polymerization were developed by comparing the cutin structure of wild-type tomato fruit with mutants having down-regulated CUS1, in conjunction with observing the CUS1-catalyzed formation of oligomers in vitro.","cutin synthase 1, tomato, cutin",medium,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Assembly of the Cutin Polyester: From Cells to Extracellular Cell Walls.,192
29085072,factual,"What was the observed relationship between employing coding sequences rich in guanine and cytosine and the molecular markers associated with gene silencing, such as small RNAs and DNA methylation?","Utilizing coding sequences with a higher GC content led to a decrease in the accumulation of small RNAs and reduced DNA methylation, which in turn promoted remarkable trans-generational stability of the transgene.","GC content, small RNA (sRNA), DNA methylation, transgene",easy,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,"GC-rich coding sequences reduce transposon-like, small RNA-mediated transgene silencing.",166
29085072,numerical,What two primary strategies related to the transgene's sequence composition were tested to improve its expression and heritable stability?,"The two primary strategies tested were the diversification of regulatory sequences and the use of coding sequences (CDSs) with an elevated GC content, which was achieved either by using native microalgal sequences or by recoding with different codon bias tables.","Regulatory sequences, coding sequences (CDSs), GC content, codon bias",medium,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,"GC-rich coding sequences reduce transposon-like, small RNA-mediated transgene silencing.",166
19843251,factual,What is the enzymatic role of the 3-ketoacyl-CoA synthase (KCS) isolated from Cardamine graeca in the production of very long-chain monounsaturated fatty acids?,"The KCS gene from Cardamine graeca encodes the initial enzyme in the elongation complex that is responsible for the synthesis of nervonic acid, which is an elongation product of oleic acid.","Cardamine graeca, 3-ketoacyl-CoA synthase (KCS), nervonic acid",easy,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Molecular cloning and characterization of a KCS gene from Cardamine graeca and its heterologous expression in Brassica oilseeds to engineer high nervonic acid oils for potential medical and industrial use.,259
19843251,numerical,"When the Cardamine KCS gene was expressed in Brassica carinata, what was the peak percentage of nervonic acid achieved in the seed oil, and what was the corresponding level of residual erucic acid?","In the most successful transgenic Brassica carinata lines, the seed oil contained up to 44% nervonic acid, while the level of residual erucic acid was reduced to only 6%.","Brassica carinata, Cardamine KCS, nervonic acid, erucic acid",medium,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Molecular cloning and characterization of a KCS gene from Cardamine graeca and its heterologous expression in Brassica oilseeds to engineer high nervonic acid oils for potential medical and industrial use.,259
27345821,factual,How is the inhibition of very long chain fatty acid synthesis by metazachlor linked to the physical abnormalities observed in the leaves of Brassica napus?,"The disruption of very long chain fatty acid production by the herbicide impairs cell division, which is suggested as the cause for the observed leaf fasciation shortly after the plant emerges.","metazachlor, very long chain fatty acid synthesis, Brassica napus, leaf fasciation",easy,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Short-term phytotoxicity in Brassica napus (L.) in response to pre-emergently applied metazachlor: A microcosm study.,227
27345821,numerical,What was the approximate timeframe observed in the microcosm study for the disappearance of metazachlor and the subsequent recuperation of the affected Brassica napus plants?,"The study found that metazachlor dissipated within 3 to 4 months following its application, which allowed the crop to recover from the temporary growth inhibition.","metazachlor, Brassica napus",medium,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Short-term phytotoxicity in Brassica napus (L.) in response to pre-emergently applied metazachlor: A microcosm study.,227
28348403,factual,What is the relationship between the expression of the Arabidopsis WRINKLED1 homolog in oil palm and the enhanced oil content observed in the Tenera hybrid variety?,"The high oil content in the Tenera hybrid palm is correlated with significantly elevated transcript levels of EgWRI1, which is the homolog of Arabidopsis WRINKLED1.","Tenera, EgWRI1, oil content, Arabidopsis WRINKLED1",easy,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Transcriptome and functional analysis reveals hybrid vigor for oil biosynthesis in oil palm.,195
28348403,numerical,"Out of the total number of genes identified in the lipid synthesis pathway, what percentage was found to contain the specific AW binding motif for the WRI1 transcription factor?","Among the 338 genes identified as being involved in lipid synthesis, 207 of them, which is 61%, were found to possess the WRI1-specific AW binding motif.","lipid synthesis genes, WRI1, AW motif",medium,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Transcriptome and functional analysis reveals hybrid vigor for oil biosynthesis in oil palm.,195
19825684,factual,What similarities in metabolic processes were discovered between Brassica napus and Arabidopsis thaliana during seed development?,"The study revealed that the synthesis and regulation of fatty acids, as well as the flow of carbon, were conserved metabolic features between Brassica napus and Arabidopsis.","Brassica napus, Arabidopsis thaliana, Fatty acid biosynthesis, Carbon flux",easy,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Global analysis of gene expression profiles in Brassica napus developing seeds reveals a conserved lipid metabolism regulation with Arabidopsis thaliana.,149
19825684,numerical,At what specific time point during Brassica napus seed development did the expression of genes involved in fatty acid synthesis reach its peak?,The genes related to fatty acid biosynthesis were most highly expressed primarily at 21 days after flowering (DAF).,"Brassica napus, Fatty acid biosynthesis-related genes, Days after flowering (DAF)",medium,Fatty Acid Biosynthesis Pathways,1.0,Fatty Acid Biosynthesis Pathways,Global analysis of gene expression profiles in Brassica napus developing seeds reveals a conserved lipid metabolism regulation with Arabidopsis thaliana.,149
