phase,category,question,check,cypher_executable,generated_cypher,generation_type
Phase 2,Connectivity & Network Analysis,Find pathways with no connections to others,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]-() RETURN p,Template
Phase 2,Connectivity & Network Analysis,Show standalone metabolic pathways,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,MATCH (p:Pathway)WHERE NOT EXISTS {MATCH (p)-[:CONTAINS]->(r1:Reaction)MATCH (p_other:Pathway)-[:CONTAINS]->(r2:Reaction)WHERE p <> p_other AND ((r1)-[:PRODUCES]->(:Compound)<-[:SUBSTRATE_OF]-(r2) OR (r2)-[:PRODUCES]->(:Compound)<-[:SUBSTRATE_OF]-(r1))}RETURN DISTINCT p,Template
Phase 2,Connectivity & Network Analysis,Get pathways without metabolic crosstalk,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]-() RETURN p,Template
Phase 2,Connectivity & Network Analysis,Which pathways don't share metabolites with others?,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,MATCH (p:Pathway) WHERE NOT EXISTS { MATCH (p)-[:CONTAINS]->(:Reaction)-[:CONSUMES|PRODUCES]->(c:Compound) MATCH (p_other:Pathway) WHERE p_other <> p MATCH (p_other)-[:CONTAINS]->(:Reaction)-[:CONSUMES|PRODUCES]->(c) } RETURN p,Template
Phase 2,Connectivity & Network Analysis,List disconnected pathways,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,"MATCH (p:Pathway)
WHERE NOT EXISTS {
    MATCH (p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)
    MATCH (p_other:Pathway)-[:CONTAINS]->(:Reaction)-[:SUBSTRATE_OF]->(c)
    WHERE p <> p_other
}
AND NOT EXISTS {
    MATCH (p_other:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)
    MATCH (p)-[:CONTAINS]->(:Reaction)-[:SUBSTRATE_OF]->(c)
    WHERE p <> p_other
}
RETURN DISTINCT p",Template
Phase 2,Connectivity & Network Analysis,How are pathways connected through compounds?,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2",MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,Template
Phase 2,Connectivity & Network Analysis,Find compounds linking different pathways,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2",MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,Template
Phase 2,Connectivity & Network Analysis,Show metabolic pathway path:gmx01040 connections,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2",MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]-(r:Reaction) RETURN r,Template
Phase 2,Connectivity & Network Analysis,Get compounds that bridge pathways,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2",MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,Template
Phase 2,Connectivity & Network Analysis,Which compounds connect pathway path:ath00280 to others?,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2",MATCH (p1:Pathway {id: 'path:ath00280'})-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,Template
Phase 2,Connectivity & Network Analysis,List inter-pathway path:gmx00603 metabolite exchanges,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2",MATCH (p1:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,Template
Phase 2,Connectivity & Network Analysis,Show sequential reactions in pathway path:ath00603,,MATCH path = (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,"MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r1:Reaction)MATCH (r1)-[:PRECEDES]->(r2:Reaction)WHERE (p)-[:CONTAINS]->(r2)RETURN r1, r2",Template
Phase 2,Connectivity & Network Analysis,Find reaction R00200 chains in glycolysis,,MATCH path = (p:Pathway {id: 'R00200'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,MATCH (r1:Reaction {id: 'R00200'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,Connectivity & Network Analysis,Get ordered reactions in pathway path:ats01040,,MATCH path = (p:Pathway {id: 'path:ats01040'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,MATCH (p:Pathway {id: 'path:ats01040'})-[:CONTAINS]-(r:Reaction) RETURN r,Template
Phase 2,Connectivity & Network Analysis,Show reaction R07764 sequences in TCA cycle,,MATCH path = (p:Pathway {id: 'R07764'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,"MATCH (start_reaction:Reaction {id: 'R07764'})
MATCH (tca_cycle:Pathway {name: 'TCA cycle'})
WHERE (start_reaction)-[:PART_OF]->(tca_cycle)
MATCH path = (r1:Reaction)-[:NEXT*0..3]-(r2:Reaction)
WHERE start_reaction IN nodes(path)
AND ALL(node IN nodes(path) WHERE node:Reaction AND (node)-[:PART_OF]->(tca_cycle))
RETURN path",Template
Phase 2,Connectivity & Network Analysis,Map reaction flow in pathway path:gmx00280,,MATCH path = (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,MATCH (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS]-(r:Reaction) RETURN r,Template
Phase 2,Connectivity & Network Analysis,Display sequential steps in fatty acid biosynthesis path:ath00061,,MATCH path = (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]-(r:Reaction) RETURN r,Template
Phase 3,Paraphrasing & Synonyms,What enzymes does gene ath:AT5G61540 encode?,1.0,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 3,Paraphrasing & Synonyms,Which EC numbers are encoded by gene gmx:100217331?,1.0,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 3,Paraphrasing & Synonyms,Show me the enzyme functions of gene ats:109745953,1.0,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 3,Paraphrasing & Synonyms,Gene gmx:100037478 encodes which enzymes?,1.0,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 3,Paraphrasing & Synonyms,List enzyme activities for gene ath:AT1G01040,1.0,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 3,Paraphrasing & Synonyms,What are the EC numbers for gene ath:AT1G01050?,1.0,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 3,Paraphrasing & Synonyms,Tell me the enzymes from gene ats:109733199,1.0,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 3,Paraphrasing & Synonyms,Gene ats:109761713 produces what enzymes?,1.0,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 3,Informal & Conversational,"Hey, what reactions use C00422 ?",1.0,MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF]->(r:Reaction) RETURN r,MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF]-(r:Reaction) RETURN r,Template
Phase 3,Informal & Conversational,Can you tell me about pathway path:gmx00061?,1.0,MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS]->(n) RETURN n,MATCH (n:Pathway {id: 'path:gmx00061'}) RETURN properties(n),Template
Phase 3,Informal & Conversational,I need to know which genes encode EC:4.2.1.59,1.0,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:4.2.1.59'}) RETURN g,MATCH (g:Gene)-[:ENCODES]-(e:EC {id: 'EC:4.2.1.59'}) RETURN g,Template
Phase 3,Informal & Conversational,Show me what's in the path:ath00061 pathway,1.0,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(n) RETURN n,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]-(r:Reaction) RETURN r,Template
Phase 3,Informal & Conversational,What does gene ath:AT2G06990 do?,1.0,MATCH (g:Gene {id: 'AT2G06990'})-[*1..2]-(n) RETURN DISTINCT n,MATCH (n:Gene {id: 'ath:AT2G06990'}) RETURN properties(n),Template
Phase 3,Informal & Conversational,Find stuff related to compound C00164,1.0,MATCH (n {id: 'C00164'})-[r]-(m) RETURN m,MATCH (n:Compound {id: 'C00164'}) RETURN n,Template
Phase 3,Informal & Conversational,Tell me about enzyme EC:1.13.11.33,1.0,MATCH (e:EC {id: 'EC:1.13.11.33'})-[r]-(n) RETURN n,MATCH (n:EC {id: 'EC:1.13.11.33'}) RETURN properties(n),Template
Phase 3,Informal & Conversational,What's connected to reaction R06870?,1.0,MATCH (n {id: 'R06870'})-[r]-(m) RETURN m,MATCH (c:Compound)-[:SUBSTRATE_OF]-(r:Reaction {id: 'R06870'}) RETURN c,Template
Phase 3,Ambiguous Queries,What about ath:AT1G01210?,1.0,MATCH (g:Gene {id: 'ath:AT1G01210'}) RETURN g,MATCH (n:Gene {id: 'ath:AT1G01210'}) RETURN properties(n),Template
Phase 3,Ambiguous Queries,Show me path:ats00603,1.0,MATCH (p:Pathway {id: 'path:ats00603'}) RETURN p,MATCH (n:Pathway {id: 'path:ats00603'}) RETURN properties(n),Template
Phase 3,Ambiguous Queries,Find reactions for EC:6.4.1.2,1.0,MATCH (e:EC {id: 'EC:6.4.1.2'})-[:CATALYZES]->(r:Reaction) RETURN r,MATCH (e:EC {id: 'EC:6.4.1.2'})-[:CATALYZES]-(r:Reaction) RETURN r,Template
Phase 3,Ambiguous Queries,Show me the pathway path:ats00280,1.0,MATCH (p:Pathway) RETURN p ,MATCH (n:Pathway {id: 'path:ats00280'}) RETURN n,Template
Phase 3,Ambiguous Queries,Tell me about the enzyme EC:6.4.1.2,1.0,MATCH (e:EC) RETURN e ,MATCH (n:EC {id: 'EC:6.4.1.2'}) RETURN properties(n),Template
Phase 3,Ambiguous Queries,Get information about this gene ath:AT5G61540,1.0,MATCH (g:Gene) RETURN g ,MATCH (n:Gene {id: 'ath:AT5G61540'}) RETURN properties(n),Template
Phase 3,Typos & Misspellings,What enzimes does gene gmx:100217331 encode?,1.0,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 3,Typos & Misspellings,Show reacctions in pathway path:gmx01040,1.0,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]->(r:Reaction) RETURN r,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]-(r:Reaction) RETURN r,Template
Phase 3,Typos & Misspellings,Find compunds produced by reaction R10826,1.0,MATCH (r:Reaction {id: 'R10826'})-[:PRODUCES]->(c:Compound) RETURN c,MATCH (r:Reaction {id: 'R10826'})-[:PRODUCES]-(c:Compound) RETURN c,Template
Phase 3,Typos & Misspellings,Get ortholg for gene ats:109745953,1.0,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog) RETURN o,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]-(o:Ortholog) RETURN o,Template
Phase 3,Typos & Misspellings,Show substrates of reation R00010,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R00010'}) RETURN c,MATCH (c:Compound)-[:SUBSTRATE_OF]-(r:Reaction {id: 'R00010'}) RETURN c,Template
Phase 3,Typos & Misspellings,Find pathwys for compound C03069,1.0,MATCH (c:Compound {id: 'C03069'})-[:SUBSTRATE_OF|PRODUCES]-(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction {id: 'C03069'}) RETURN p,Template
Phase 3,Typos & Misspellings,What does geen ath:AT3G01130 encode?,1.0,MATCH (g:Gene {id: 'ath:AT3G01130'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT3G01130'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 3,Edge Cases & Negations,Show genes that don't encode any enzymes,1.0,MATCH (g:Gene) WHERE NOT EXISTS((g)-[:ENCODES]->()) RETURN g,MATCH (g:Gene) WHERE NOT (g)-[:ENCODES]->(:EC) RETURN g,Template
Phase 3,Edge Cases & Negations,Find reactions without products,1.0,MATCH (r:Reaction) WHERE NOT EXISTS((r)-[:PRODUCES]->()) RETURN r,MATCH (r:Reaction) WHERE NOT (r)-[:PRODUCES]-() RETURN r,Template
Phase 3,Edge Cases & Negations,Which pathways have no reactions?,1.0,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)) RETURN p,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]-() RETURN p,Template
Phase 3,Edge Cases & Negations,Get compounds not used as substrates,1.0,MATCH (c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,MATCH (e:EC) WHERE NOT (e)-[:CATALYZES]-() RETURN e,Template
Phase 3,Edge Cases & Negations,Find empty pathways,1.0,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->()) RETURN p,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]-() RETURN p,Template
Phase 3,Edge Cases & Negations,Show orphan reactions,1.0,MATCH (r:Reaction) WHERE NOT EXISTS((:Pathway)-[:CONTAINS]->(r)) RETURN r,MATCH (r:Reaction) WHERE NOT (r)-[:PRODUCES]-() RETURN r,Template
Phase 3,Edge Cases & Negations,Which enzymes don't catalyze anything?,1.0,MATCH (e:EC) WHERE NOT EXISTS((e)-[:CATALYZES]->()) RETURN e,MATCH (n:EC) RETURN n LIMIT 50,Template
Phase 3,Edge Cases & Negations,List genes not in any ortholog group,1.0,MATCH (g:Gene) WHERE NOT EXISTS((g)-[:BELONGS_TO]->()) RETURN g,MATCH (e:EC) WHERE NOT (e)-[:CATALYZES]-() RETURN e,Template
