phase,category,question,generated_cypher,answer,if_correct
Phase 2,Connectivity & Network Analysis,Display sequential steps in fatty acid biosynthesis path:ath00061,"MATCH (p:Pathway {id:'ath00061'})-[:CONTAINS]->(r:Reaction)
RETURN r
ORDER BY r.id;",I don't know the answer.,1
Phase 3,Paraphrasing & Synonyms,What enzymes does gene ath:AT5G61540 encode?,"MATCH (g:Gene {id:""ath:AT5G61540""})-[:ENCODES]->(e:EC)
RETURN e;",I don't know the answer.,1
Phase 3,Paraphrasing & Synonyms,Which EC numbers are encoded by gene gmx:100217331?,"MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(ec:EC)
RETURN ec.id AS ec_number;",EC:1.14.19.2,1
Phase 3,Paraphrasing & Synonyms,Show me the enzyme functions of gene ats:109745953,"MATCH (g:Gene {id:'ats:109745953'})-[:ENCODES]->(e:EC)
RETURN e.id AS ec_id, e.name AS ec_name, e.sysname AS ec_sysname, e.link AS ec_link, e.names AS ec_names;",I don't know the answer.,1
Phase 3,Paraphrasing & Synonyms,Gene gmx:100037478 encodes which enzymes?,"MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]->(e:EC)
RETURN e;",['EC:1.14.19.2'],1
Phase 3,Paraphrasing & Synonyms,List enzyme activities for gene ath:AT1G01040,"MATCH (g:Gene {id: 'ath:AT1G01040'})-[:ENCODES]->(ec:EC)
RETURN ec.id AS ec_id, ec.name AS ec_name, ec.sysname AS sysname, ec.link AS link, ec.names AS names;",I don't know the answer.,1
Phase 3,Paraphrasing & Synonyms,What are the EC numbers for gene ath:AT1G01050?,"MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(e:EC)
RETURN e.id;",EC:3.6.1.1,1
Phase 3,Paraphrasing & Synonyms,Tell me the enzymes from gene ats:109733199,"MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC)
RETURN e.id, e.name, e.sysname, e.names, e.link;",I don't know the answer.,1
Phase 3,Paraphrasing & Synonyms,Gene ats:109761713 produces what enzymes?,"MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC)
RETURN e.id, e.name, e.sysname;",I don't know the answer.,1
Phase 3,Informal & Conversational,"Hey, what reactions use C00422 ?","MATCH (c:Compound {id: 'C00422'})<-[:PRODUCES]-(r:Reaction)
RETURN DISTINCT r.id, r.name
UNION
MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF]->(r:Reaction)
RETURN DISTINCT r.id, r.name",I’m not sure.,0
Phase 3,Informal & Conversational,Can you tell me about pathway path:gmx00061?,"MATCH (p:Pathway {id:""path:gmx00061""})
OPTIONAL MATCH (p)-[:CONTAINS]->(r:Reaction)
OPTIONAL MATCH (p)-[:CONTAINS]->(fu:FunctionalUnit)
OPTIONAL MATCH (p)-[:CONTAINS]->(ec:EC)
RETURN p.id AS pathwayId,
       p.title AS title,
       p.species AS species,
       p.source AS source,
       p.link AS link,
       p.image AS image,
       collect(DISTINCT r.name) AS reactions,
       collect(DISTINCT fu.name) AS functionalUnits,
       collect(DISTINCT ec.name) AS ecNames;","**Pathway: Fatty Acid Biosynthesis (path:gmx00061)**  
- **Species:** GMX  
- **Source:** KEGG  
- **Title:** Fatty acid biosynthesis  

**Key Details**  
- **Link to KEGG pathway page:** https://www.kegg.jp/kegg-bin/show_pathway?gmx00061  
- **Pathway image:** https://www.kegg.jp/kegg/pathway/gmx/gmx00061.png  

**Main Reactions Involved**  
The pathway includes a series of enzymatic steps that synthesize fatty acids. Some of the reactions are:  
- (3R)-3-hydroxytetradecanoyl‑[acyl‑carrier‑protein] hydro‑lyase  
- acyl‑[acyl‑carrier protein]:NADP⁺ oxidoreductase  
- acyl‑[acyl‑carrier‑protein]:NAD⁺ oxidoreductase  
- long‑chain‑fatty‑acid:CoA ligase (AMP‑forming)  
- long‑chain acyl‑[acyl‑carrier protein] hydrolase  
- (3R)-3‑hydroxyacyl‑[acyl‑carrier‑protein]:NADP⁺ oxidoreductase  
- (3R)-3‑hydroxyacyl‑[acyl‑carrier‑protein]:NAD⁺ oxidoreductase  
- acyl‑[acyl‑carrier‑protein]:malonyl‑[acyl‑carrier‑protein] C‑acyltransferase (decarboxylating)  
- malonate:CoA ligase (AMP‑forming)  
- palmitate:CoA ligase (AMP‑forming)  
- (3R)-3‑hydroxypalmitoyl‑[acyl‑carrier‑protein] hydro‑lyase  
- dodecanoyl‑[acyl‑carrier‑protein] hydrolase  
- hexadecenoyl‑[acyl‑carrier protein] hydrolase  
- decanoyl‑[acyl‑carrier protein] hydrolase  
- octanoyl‑[acyl‑carrier protein] hydrolase  
- stearoyl‑[acyl‑carrier protein], reduced‑ferredoxin:oxygen oxidoreductase (9,10 cis‑dehydrogenating)  
- octadecanoyl‑[acp]:NAD⁺ trans‑2‑oxidoreductase  
- hexadecanoyl‑[acyl‑carrier protein], reduced‑ferredoxin:oxygen oxidoreductase (9,10 cis‑dehydrogenating)  
- octadecanoyl‑[acyl‑carrier protein] hydrolase  
- oleoyl‑[acyl‑carrier‑protein] hydrolase  
- tetradecanoyl‑[acyl‑carrier protein] hydrolase  
- ... (and many more reactions listed in the pathway)

**Functional Units**  
- ko:K13370  

This pathway describes the enzymatic processes that build fatty acids in the GMX organism, detailing the conversion of acetyl‑CoA and malonyl‑CoA into long‑chain fatty acids through a series of condensation, reduction, dehydration, and trans‑esterification steps.",0
Phase 3,Informal & Conversational,I need to know which genes encode EC:4.2.1.59,"MATCH (g:Gene)-[:ENCODES]->(e:EC {id: '4.2.1.59'})
RETURN g.id AS geneId, g.name AS geneName, g.symbol AS geneSymbol;",I don't know the answer.,0
Phase 3,Informal & Conversational,Show me what's in the path:ath00061 pathway,"MATCH (p:Pathway {id:""ath00061""})-[:CONTAINS]->(n)
RETURN n;",I don't know the answer.,1
Phase 3,Informal & Conversational,What does gene ath:AT2G06990 do?,"MATCH (g:Gene {id: 'ath:AT2G06990'})
OPTIONAL MATCH (g)-[:ENCODES]->(ec:EC)
OPTIONAL MATCH (g)-[:MEMBER_OF]->(fu:FunctionalUnit)
OPTIONAL MATCH (g)-[:BELONGS_TO]->(o:Ortholog)
OPTIONAL MATCH (o)-[:CATALYZES]->(r:Reaction)
OPTIONAL MATCH (o)-[:HAS_ENZYME_FUNCTION]->(ec2:EC)
OPTIONAL MATCH (r)-[:PRODUCES]->(c:Compound)
OPTIONAL MATCH (r)-[:SUBSTRATE_OF]->(c2:Compound)
OPTIONAL MATCH (p:Pathway)-[:CONTAINS]->(r)
OPTIONAL MATCH (p)-[:CONTAINS]->(fu)
OPTIONAL MATCH (p)-[:CONTAINS]->(ec)
RETURN g.name AS GeneName,
       g.symbol AS GeneSymbol,
       ec.name AS EncodedEC,
       ec.id AS ECId,
       r.name AS ReactionName,
       r.equation AS ReactionEquation,
       c.name AS Product,
       c2.name AS Substrate,
       p.title AS PathwayTitle,
       p.id AS PathwayId
LIMIT 25;","It encodes the RNA helicase HEN2, an ATP‑dependent SK12/DOB1 protein.",0
Phase 3,Informal & Conversational,Find stuff related to compound C00164,"MATCH (c:Compound {id: 'C00164'})-[r]-(n)
RETURN c, r, n;",['C00164'],1
Phase 3,Informal & Conversational,Tell me about enzyme EC:1.13.11.33,"MATCH (e:EC {id: '1.13.11.33'})
OPTIONAL MATCH (e)-[:CATALYZES]->(r:Reaction)
OPTIONAL MATCH (r)-[:PRODUCES]->(c:Compound)
OPTIONAL MATCH (e)-[:MEMBER_OF]->(fu:FunctionalUnit)
OPTIONAL MATCH (p)-[:CONTAINS]->(e)
OPTIONAL MATCH (o)-[:HAS_ENZYME_FUNCTION]->(e)
OPTIONAL MATCH (g)-[:ENCODES]->(e)
RETURN e.id AS ec_id, e.name AS ec_name, e.sysname AS ec_sysname, e.link AS ec_link, e.names AS ec_names,
       collect(DISTINCT {id: r.id, name: r.name, equation: r.equation, definition: r.definition, link: r.link}) AS reactions,
       collect(DISTINCT {id: c.id, name: c.name, formula: c.formula, exact_mass: c.exact_mass, link: c.link}) AS compounds,
       collect(DISTINCT {id: fu.id, type: fu.type, name: fu.name}) AS functionalUnits,
       collect(DISTINCT {id: p.id, title: p.title, species: p.species, source: p.source, link: p.link, image: p.image}) AS pathways,
       collect(DISTINCT {id: o.id, name: o.name, symbol: o.symbol, link: o.link}) AS orthologs,
       collect(DISTINCT {id: g.id, name: g.name, symbol: g.symbol, position: g.position, link: g.link, species: g.species}) AS genes;",I don't know the answer.,0
Phase 3,Informal & Conversational,What's connected to reaction R06870?,"MATCH (r:Reaction {id: 'R06870'})-[rel]->(n) 
RETURN n, type(rel) 
UNION 
MATCH (r:Reaction {id: 'R06870'})<-[rel]-(n) 
RETURN n, type(rel)","['C00009', 'C00189', 'path:ats00564', 'EC:3.1.3.75', 'K06124', 'C00001', 'C00346']",1
Phase 3,Ambiguous Queries,What about ath:AT1G01210?,"MATCH (g:Gene {id: 'ath:AT1G01210'})
OPTIONAL MATCH (g)-[:MEMBER_OF]->(fu:FunctionalUnit)
OPTIONAL MATCH (g)-[:ENCODES]->(ec:EC)
OPTIONAL MATCH (g)-[:BELONGS_TO]->(o:Ortholog)
RETURN g, fu, ec, o;",I don't know the answer.,0
Phase 3,Ambiguous Queries,Show me path:ats00603,"MATCH path = (p:Pathway {id: 'ats00603'})-[:CONTAINS*]->(n)
RETURN path;",I don't know the answer.,1
Phase 3,Ambiguous Queries,Find reactions for EC:6.4.1.2,"MATCH (ec:EC {id: '6.4.1.2'})-[:CATALYZES]->(r:Reaction)
RETURN r;",I don't know the answer.,1
Phase 3,Ambiguous Queries,Show me the pathway path:ats00280,"MATCH (p:Pathway {id: 'ats00280'})
OPTIONAL MATCH (p)-[:CONTAINS]->(r:Reaction)
OPTIONAL MATCH (p)-[:CONTAINS]->(fu:FunctionalUnit)
OPTIONAL MATCH (p)-[:CONTAINS]->(ec:EC)
RETURN p, collect(r) AS reactions, collect(fu) AS functionalUnits, collect(ec) AS ecs;",I don't know the answer.,0
Phase 3,Ambiguous Queries,Tell me about the enzyme EC:6.4.1.2,"MATCH (e:EC {id: '6.4.1.2'})
OPTIONAL MATCH (e)-[:CATALYZES]->(r:Reaction)
OPTIONAL MATCH (e)-[:MEMBER_OF]->(fu:FunctionalUnit)
OPTIONAL MATCH (e)-[:BELONGS_TO]->(p:Pathway)
OPTIONAL MATCH (e)-[:HAS_ENZYME_FUNCTION]->(o:Ortholog)
OPTIONAL MATCH (g:Gene)-[:ENCODES]->(e)
RETURN e, collect(r) AS reactions, collect(fu) AS functionalUnits, collect(p) AS pathways, collect(o) AS orthologs, collect(g) AS genes;",I don't know the answer.,0
Phase 3,Ambiguous Queries,Get information about this gene ath:AT5G61540,"MATCH (g:Gene {id: 'ath:AT5G61540'})
OPTIONAL MATCH (g)-[:MEMBER_OF]->(fu:FunctionalUnit)
OPTIONAL MATCH (g)-[:ENCODES]->(ec:EC)
OPTIONAL MATCH (g)-[:BELONGS_TO]->(o:Ortholog)
RETURN g, fu, ec, o;",['ath:AT5G61540'],0
Phase 3,Typos & Misspellings,What enzimes does gene gmx:100217331 encode?,"MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC)
RETURN e;",['EC:1.14.19.2'],1
Phase 3,Typos & Misspellings,Show reacctions in pathway path:gmx01040,"MATCH (p:Pathway {id: ""path:gmx01040""})-[:CONTAINS]->(r:Reaction)
RETURN r;","['R08178', 'R08179', 'R08180', 'R08181', 'R08182', 'R08183', 'R08177', 'R08176', 'R08175', 'R08174']",1
Phase 3,Typos & Misspellings,Find compunds produced by reaction R10826,"MATCH (r:Reaction)-[:PRODUCES]->(c:Compound)
WHERE r.id = 'R10826'
RETURN c;","['C00080', 'C00005', 'C20877']",1
Phase 3,Typos & Misspellings,Get ortholg for gene ats:109745953,"MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog)
RETURN o;",I don't know the answer.,1
Phase 3,Typos & Misspellings,Show substrates of reation R00010,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R00010'})
RETURN c.id, c.names, c.formula, c.name, c.link, c.exact_mass;",I don't know the answer.,1
Phase 3,Typos & Misspellings,Find pathwys for compound C03069,"MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction)-[:PRODUCES|SUBSTRATE_OF]->(c:Compound {id:'C03069'})
RETURN DISTINCT p;","['path:ats00280', 'path:csat00280', 'path:ath00280', 'path:gmx00280']",1
Phase 3,Typos & Misspellings,What does geen ath:AT3G01130 encode?,"MATCH (g:Gene {id:'ath:AT3G01130'})-[:ENCODES]->(e:EC)
RETURN e.name AS enzymeName, e.id AS enzymeId;",I don't know the answer.,1
Phase 3,Edge Cases & Negations,Show genes that don't encode any enzymes,"MATCH (g:Gene)
WHERE NOT (g)-[:ENCODES]->(:EC)
RETURN g;","['ats:109732741', 'ats:109779197', 'ats:109767527', 'ats:109775477', 'ats:109735074', 'ats:109741796', 'ats:109746620', 'ats:109748080', 'ats:109763601', 'ats:120965235']",1
Phase 3,Edge Cases & Negations,Find reactions without products,"MATCH (r:Reaction)
WHERE NOT (r)-[:PRODUCES]->(:Compound)
RETURN r;",I don't know the answer.,1
Phase 3,Edge Cases & Negations,Which pathways have no reactions?,"MATCH (p:Pathway)
WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction))
RETURN p.id, p.title;","I’m sorry, but I don’t have that information.",1
Phase 3,Edge Cases & Negations,Get compounds not used as substrates,"MATCH (c:Compound)
WHERE NOT (c)-[:SUBSTRATE_OF]->()
RETURN c;","['C02679', 'C08362', 'C01571', 'C06423', 'C00139', 'C00011', 'C01530', 'C00712', 'C06424', 'C05762']",1
Phase 3,Edge Cases & Negations,Find empty pathways,"MATCH (p:Pathway)
WHERE NOT (p)-[:CONTAINS]->()
RETURN p;",I don't know the answer.,1
Phase 3,Edge Cases & Negations,Show orphan reactions,,Exception: CypherSyntaxError,1
Phase 3,Edge Cases & Negations,Which enzymes don't catalyze anything?,"MATCH (e:EC) WHERE NOT (e)-[:CATALYZES]->() RETURN e.id, e.name, e.sysname, e.names, e.link","EC:4.2.1.*, EC:1.14.99.*, EC:2.7.8.*, EC:1.14.*, EC:6.2.1.?, EC:2.7.1.*, EC:3.1.3.",1
Phase 3,Edge Cases & Negations,List genes not in any ortholog group,"MATCH (g:Gene)
WHERE NOT EXISTS((g)-[:BELONGS_TO]->(:Ortholog))
RETURN g;","['ats:109732741', 'ats:109779197', 'ats:109767527', 'ats:109775477', 'ats:109735074', 'ats:109741796', 'ats:109746620', 'ats:109748080', 'ats:109763601', 'ats:120965235']",1
