phase,category,question,check,cypher_executable,generated_cypher,QAChain,QAChain_Answer
Phase 1,Simple Relationship Queries - Incoming,List genes that encode EC:2.3.1.199,1.0,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:2.3.1.199'}) RETURN g,MATCH (g:Gene)-[:ENCODES]->(e:EC) WHERE e.id = '2.3.1.199' RETURN g LIMIT 10,"
MATCH (g:Gene)-[:ENCODES {id: ""2.3.1.199""}]->(ec:EC) RETURN g LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Which genes belong to ortholog K00382?,1.0,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K00382'}) RETURN g,MATCH (o:Ortholog {id: 'K00382'})<-[:BELONGS_TO]-(g:Gene)-[:ENCODES]->(e:EC) RETURN g.id LIMIT 10,"
MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: ""K00382""})-[:CATALYZES*1..3]->(r:Reaction)
RETURN g
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Show genes in KO group K00382,1.0,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K00382'}) RETURN g,MATCH (o:Ortholog {id: 'K00382'})-[:BELONGS_TO]->(g:Gene)-[:ENCODES]->(e:EC) RETURN g.id AS gene_id,"
MATCH (g:Gene)-[:MEMBER_OF*1..3]->(fu:FunctionalUnit)<-[:CATALYZES]-(ec:EC)
WHERE ec.id = 'K00382'
RETURN g
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Find genes for ortholog K10246,1.0,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K10246'}) RETURN g,"MATCH (o:Ortholog {id: 'K10246'})-[:BELONGS_TO]->(g:Gene)-[:ENCODES]->(e:EC)
RETURN g.id AS gene_id
LIMIT 10","
MATCH (o:Ortholog {id: 'K10246'})-[:MEMBER_OF*1..3]-(fu:FunctionalUnit)-[:CONTAINS]->(g:Gene)
RETURN g
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Get genes in ortholog K09458,1.0,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K09458'}) RETURN g,"MATCH (o:Ortholog {id: 'K09458'})<-[:BELONGS_TO]-(g:Gene)-[:ENCODES]->(e:EC) 
WHERE e.id = '2.7.7.14' 
RETURN g.id AS gene_id","
MATCH (o:Ortholog {id: 'K09458'})-[:MEMBER_OF*1..3]-(fu:FunctionalUnit)-[:CONTAINS]->(g:Gene)
RETURN g
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Which genes are in KO K00059?,1.0,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K00059'}) RETURN g,MATCH (o:Ortholog {id: 'K00059'})-[:HAS_ENZYME_FUNCTION]->(e:EC)-[:ENCODES]->(g:Gene) RETURN g.id LIMIT 10,"cypher
MATCH (o:Ortholog {id: 'KO K00059'})-[:BELONGS_TO]->(g:Gene)
OPTIONAL MATCH (o)-[:CATALYZES]->(r:Reaction)
OPTIONAL MATCH (o)-[:HAS_ENZYME_FUNCTION]->(ec:EC)
OPTIONAL MATCH (r)<-[:PRODUCES]-(c:Compound)
OPTIONAL MATCH (p:Pathway {id: 'KO K00059'})-[:CONTAINS*1..3]->(g2:Gene)
RETURN g.name, g.position, o.symbol
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,List genes belonging to ortholog K00059,1.0,MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog {id: 'K00059'}) RETURN g,MATCH (o:Ortholog {id: 'K00059'})<-[:BELONGS_TO]-(g:Gene) RETURN g.id AS gene_id LIMIT 10,"
MATCH (o:Ortholog {id: ""K00059""})-[:BELONGS_TO*1..3]-(g:Gene)
RETURN g LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,What are the substrates of reaction R07449?,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R07449'}) RETURN c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE r.id = 'R07449' RETURN c LIMIT 10,"cypher
MATCH (r:Reaction {id: 'R07449'})-[:PRODUCES*1..3]->(c:Compound)
RETURN c;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Which compounds are inputs to reaction R07449?,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'C00183'}) RETURN c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction)<-[:CATALYZES]-(e:EC) WHERE r.id = 'R07449' RETURN c.id LIMIT 10,"
MATCH (r:Reaction {id: ""R07449""})-[:PRODUCES*1..3]-(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Show substrates for reaction R00200,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R00200'}) RETURN c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE r.id = 'R00200' RETURN c LIMIT 10,"
MATCH (r:Reaction {id: ""R00200""})-[:PRODUCES*1..3]-(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Find input compounds of reaction R07449,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'C00141'}) RETURN c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE r.id = 'R07449' RETURN c LIMIT 10,"
MATCH (r:Reaction {id: ""R07449""})-[:PRODUCES*1..3]-(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Get substrates of reaction R07764,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R07764'}) RETURN c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE r.id = 'R07764' RETURN c LIMIT 10,"
MATCH (r:Reaction {id: 'R07764'})-[:PRODUCES*1..3]-(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Which compounds does reaction  R07449 consume?,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'C01181'}) RETURN c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction)<-[:CATALYZES]-(e:EC) WHERE r.id = 'R07449' RETURN c.id LIMIT 10,"
MATCH (r:Reaction {id: 'R07449'})-[:PRODUCES*1..3]-(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Which enzymes catalyze reaction R07449?,1.0,MATCH (n)-[:CATALYZES]->(r:Reaction {id: 'R07449'}) RETURN n,MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WHERE r.id = 'R07449' RETURN e LIMIT 10,"
MATCH (r:Reaction {id: ""R07449""})-[:CATALYZED_BY*1..3]-(ec:EC)
RETURN ec
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Show catalysts for reaction R01280,1.0,MATCH (n)-[:CATALYZES]->(r:Reaction {id: 'R01280'}) RETURN n,MATCH (o:Ortholog)-[:CATALYZES]->(r:Reaction) WHERE r.id = 'R01280' RETURN o.id LIMIT 10,"
MATCH (r:Reaction {id: ""R01280""})-[:CATALYZED_BY*1..3]-(ec:EC)-[:CATALYZES]->(reaction)
RETURN ec
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,What orthologs perform reaction R06870?,1.0,MATCH (n)-[:CATALYZES]->(r:Reaction {id: 'R06870'}) RETURN n,MATCH (o:Ortholog)-[:CATALYZES]->(r:Reaction) WHERE r.id = 'R06870' RETURN o LIMIT 10,"
MATCH (o:Ortholog)-[:CATALYZES*1..3]-(r:Reaction)<-[:PRODUCES]-(c:Compound)
WHERE r.id = 'R06870'
RETURN o
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Find enzymes that catalyze reaction  R07449,1.0,MATCH (n)-[:CATALYZES]->(r:Reaction {id: 'R07449'}) RETURN n,MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WHERE r.id = 'R07449' RETURN e LIMIT 10,"
MATCH (r:Reaction {id: ""R07449""})-[:CATALYZES*1..3]-(ec:EC)-[:ENCODES]->(g:Gene)
RETURN ec.id, ec.name, g.position
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Get catalysts of reaction R06871,1.0,MATCH (n)-[:CATALYZES]->(r:Reaction {id: 'R06871'}) RETURN n,MATCH (r:Reaction {id: 'R06871'})<-[:CATALYZES]-(e:EC) RETURN e.id LIMIT 10,"
MATCH (r:Reaction {id: ""R06871""})-[:CATALYZES*1..3]-(ec:EC)-[:CATALYZES]->(reaction)
RETURN ec
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Which EC numbers catalyze reaction R10826?,1.0,MATCH (n)-[:CATALYZES]->(r:Reaction {id: 'R10826'}) RETURN n,MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WHERE r.id = 'R10826' RETURN e.id LIMIT 10,"
MATCH (r:Reaction {id: ""R10826""})-[:CATALYZED_BY*1..3]-(ec:EC)
RETURN ec.id, ec.name
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Which reactions produce compound C00422?,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C00422'}) RETURN r,MATCH (c:Compound {id: 'C00422'})-[:PRODUCES]->(r:Reaction) RETURN r LIMIT 10,"
MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF*1..3]-(r:Reaction)-[:PRODUCES]->(c)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Show reactions that generate C00422,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C00422'}) RETURN r,MATCH (c:Compound {id: 'C00422'})-[:PRODUCES]->(r:Reaction) RETURN r LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 1,Simple Relationship Queries - Incoming,Find reactions producing compound C00052,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C00052'}) RETURN r,MATCH (c:Compound {id: 'C00052'})-[:PRODUCES]->(r:Reaction) RETURN r LIMIT 10,"
MATCH p=(c:Compound {id: 'C00052'})-[:PRODUCES*1..3]-(r:Reaction) RETURN r LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,Get reactions that make C00422,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C00422'}) RETURN r,"MATCH p=(c:Compound {id:'C00422'})-[:PRODUCES|SUBSTRATE_OF*1..2]-(r:Reaction) 
WHERE r.id IS NOT NULL 
RETURN DISTINCT r.id AS reaction_id, r.name AS reaction_name",ERROR - Invalid query generated,Error: list index out of range
Phase 1,Simple Relationship Queries - Incoming,Which reactions output compound C06157?,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C06157'}) RETURN r,MATCH (c:Compound {id: 'C06157'})-[:PRODUCES]->(r:Reaction) RETURN r LIMIT 10,"
MATCH (c:Compound {id: 'C06157'})-[:SUBSTRATE_OF*1..3]-(r:Reaction)-[:PRODUCES]->(c)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 1,Simple Relationship Queries - Incoming,What reactions synthesize C00422?,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C00422'}) RETURN r,MATCH (c:Compound {id: 'C00422'})-[:PRODUCES]->(r:Reaction) RETURN r LIMIT 10,"cypher
MATCH (c:Compound {id: ""C00422""})-[:SUBSTRATE_OF*1..3]->(r:Reaction)
RETURN r;
",I don't know the answer.
Phase 1,Pathway-centric Queries,What reactions are in pathway path:ath00061?,1.0,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r:Reaction) RETURN r,MATCH p=(path:Pathway {id:'path:ath00061'})-[:CONTAINS*]->(r:Reaction) RETURN r LIMIT 10,"
MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS*1..3]-(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 1,Pathway-centric Queries,Show reactions in path:ats00603 pathway,1.0,MATCH (p:Pathway {id: 'path:ats00603'})-[:CONTAINS]->(r:Reaction) RETURN r,"MATCH p=(pathway:Pathway {id: 'ats00603'})-[:CONTAINS*]->(r:Reaction) 
WHERE r.id IN (
  MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]->(r:Reaction)
  RETURN r.id
  LIMIT 20
)
OR r.id IN (
  MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
  RETURN r.id
  LIMIT 20
)
RETURN DISTINCT r.id, r.name","
MATCH p=(path:Pathway {id: ""ats00603""})-[:CONTAINS*1..3]-(r:Reaction) 
RETURN r LIMIT 10;
",I don't know the answer.
Phase 1,Pathway-centric Queries,Find reactions in pathway path:ats00280,1.0,MATCH (p:Pathway {id: 'path:ats00280'})-[:CONTAINS]->(r:Reaction) RETURN r,"MATCH p=(path:Pathway {id:'path:ats00280'})-[:CONTAINS*]->(r:Reaction) 
WHERE r.id IN (
  MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]->(r:Reaction)
  RETURN r.id
  LIMIT 10
)
OR EXISTS ((e:EC)-[:CATALYZES]->(r)) 
RETURN DISTINCT r.id, r.name","
MATCH (p:Pathway {id: ""path:ats00280""})-[:CONTAINS*1..3]-(r:Reaction)
RETURN r LIMIT 10;
",I don't know the answer.
Phase 1,Pathway-centric Queries,Get reactions for path:gmx01040 pathway,1.0,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]->(r:Reaction) RETURN r,"MATCH p=(path:Pathway {id:'gmx01040'})-[:CONTAINS*]->(r:Reaction) 
RETURN r.id AS reaction_id LIMIT 10","
MATCH (p:Pathway {id: 'gmx01040'})-[:CONTAINS*1..3]-(r:Reaction) 
RETURN r LIMIT 10;
",I don't know the answer.
Phase 1,Pathway-centric Queries,Which reactions are part of pathway path:ath00280?,1.0,MATCH (p:Pathway {id: 'path:ath00280'})-[:CONTAINS]->(r:Reaction) RETURN r,MATCH p=(path:Pathway {id:'path:ath00280'})-[:CONTAINS*]->(r:Reaction) RETURN r LIMIT 10,"
MATCH (p:Pathway {id: 'path:ath00280'})-[:CONTAINS*1..3]->(r:Reaction)
RETURN r
LIMIT 10
",I don't know the answer.
Phase 1,Pathway-centric Queries,List reactions in path:gmx00603 pathway,1.0,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(r:Reaction) RETURN r,MATCH p=(pathway:Pathway { id : 'gmx00603' })-[:CONTAINS*]->(r:Reaction) RETURN r LIMIT 10,"
MATCH (p:Pathway {id: 'gmx00603'})-[:CONTAINS*1..3]-(r:Reaction) 
RETURN r LIMIT 10;
",I don't know the answer.
Phase 1,Pathway-centric Queries,What functional units are in pathway path:gmx00061?,1.0,MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS]->(f:FunctionalUnit) RETURN f,MATCH (p:Pathway {id:'gmx00061'})-[:CONTAINS*]->(f:FunctionalUnit) RETURN f LIMIT 10,"
MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS*1..3]->(fu:FunctionalUnit)
RETURN fu.name, fu.id
LIMIT 10;
","What functional units are in pathway path:gmx00061?

gmx00061_331 is a functional unit in pathway path:gmx00061."
Phase 1,Pathway-centric Queries,Show complexes in path:ath00061 pathway,1.0,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(f:FunctionalUnit) RETURN f,"MATCH p=(f:FunctionalUnit)-[:MEMBER_OF*0..2]->(ec:EC)-[:CATALYZES*0..1]->(r:Reaction)-[:CONTAINS]->(p:Pathway {id:'ath00061'}) RETURN DISTINCT f, ec, r LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 1,Pathway-centric Queries,Find functional units in pathway path:ats00603,1.0,MATCH (p:Pathway {id: 'path:ats00603'})-[:CONTAINS]->(f:FunctionalUnit) RETURN f,MATCH (f:FunctionalUnit)-[:MEMBER_OF*0..1]->(p:Pathway)<-[:CONTAINS]-(ec:EC|reaction:Reaction) WHERE p.id = 'path:ats00603' RETURN f LIMIT 10,"
MATCH (p:Pathway {id: ""path:ats00603""})-[:CONTAINS*1..3]-(fu:FunctionalUnit)
RETURN fu
LIMIT 10;
",I don't know the answer.
Phase 1,Pathway-centric Queries,Get complexes in path:ats00280 pathway,1.0,MATCH (p:Pathway {id: 'path:ats00280'})-[:CONTAINS]->(f:FunctionalUnit) RETURN f,"MATCH p=(f:FunctionalUnit)-[:MEMBER_OF*0..2]->(ec:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(path:Pathway {id:'ats00280'}) RETURN path.id AS pathway_id, f.id AS functional_unit_id, ec.id AS enzyme_id, r.id AS reaction_id LIMIT 20","
MATCH p=(path:Pathway {id: ""ats00280""})-[:CONTAINS*1..3]-(funit:FunctionalUnit)
RETURN funit.name, funit.id
LIMIT 10;
",I don't know the answer.
Phase 1,Pathway-centric Queries,Which functional units are part of pathway path:gmx01040?,1.0,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]->(f:FunctionalUnit) RETURN f,MATCH (f:FunctionalUnit)-[:MEMBER_OF*0..]->(p:Pathway)<-[:CONTAINS]-(e) WHERE p.id = 'path:gmx01040' RETURN f.id LIMIT 10,"
MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS*1..3]->(fu:FunctionalUnit)
RETURN fu.name, fu.id
LIMIT 10;
","gmx01040_120, gmx01040_121, gmx01040_122, gmx01040_123, gmx01040_255, gmx01040_259, gmx01040_263, gmx01040_276, gmx01040_280, gmx01040_316 are part of pathway path:gmx01040."
Phase 1,Pathway-centric Queries,List complexes in fatty acid biosynthesis,1.0,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(f:FunctionalUnit) RETURN f,"MATCH (pw:Pathway {id: $entity_id})-[:CONTAINS]->(entity)
RETURN labels(entity)[0] AS entity_type,
       entity.id AS entity_id,
       entity.name AS entity_name","
MATCH p=(f:FunctionalUnit)<-[:MEMBER_OF]-(g:Gene)-[:ENCODES]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)
WHERE r.name =~ 'fatty acid biosynthesis'
RETURN DISTINCT f.id, f.name
LIMIT 10;
",I don't know the answer.
Phase 1,Reverse Pathway Queries,Which pathways contain reaction R07449?,1.0,MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction {id: 'R07449'}) RETURN p,MATCH (r:Reaction {id: 'R07449'})-[:CONTAINS*0..5]-(p:Pathway) RETURN p.id LIMIT 10,"
MATCH (p:Pathway)-[r:CONTAINS*1..3]-(re:Reaction)<-[:CATALYZES]-(ec:EC)
WHERE re.id = 'R07449'
RETURN p.title, p.image
LIMIT 10;
",I don't know the answer.
Phase 1,Reverse Pathway Queries,Show pathways with reaction R07449,1.0,MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction {id: 'R07449'}) RETURN p,MATCH p=shortest((r:Reaction {id:'R07449'})-[:CONTAINS*0..5]-(:Pathway)) RETURN p LIMIT 10,"
MATCH p=(path:Pathway)-[:CONTAINS*1..3]-(reaction:Reaction)<-[:PRODUCES]-(compound:Compound)
WHERE id(reaction) = 'R07449'
RETURN path
LIMIT 10;
",I don't know the answer.
Phase 1,Reverse Pathway Queries,Find pathways including reaction R07449,1.0,MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction {id: 'R07449'}) RETURN p,MATCH p=shortest((r:Reaction {id:'R07449'})-[:CONTAINS*0..5]-(:Pathway)) RETURN p LIMIT 10,"
MATCH p=(path:Pathway)-[:CONTAINS*1..3]-(reaction:Reaction {id: 'R07449'})-[:PRODUCES|SUBSTRATE_OF*1..3]->(compound:Compound)
RETURN path, reaction, compound
LIMIT 10;
","The pathways that include the reaction R07449 are:

ath00905, csat00905, gmx00905, path:ath00905, path:csat00905, path:gmx00905."
Phase 1,Reverse Pathway Queries,Get pathways for reaction R07449,1.0,MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction {id: 'R07449'}) RETURN p,MATCH p=(r:Reaction {id:'R07449'})-[:PRODUCES*0..5]->(c:Compound)-[:SUBSTRATE_OF*0..5]->(rx:Reaction)<-[:CATALYZES]-(ec:EC)-[:CONTAINS*0..2]->(p1:Pathway) RETURN DISTINCT p1.id LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 1,Reverse Pathway Queries,Which pathways have reaction R00200?,1.0,MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction {id: 'R00200'}) RETURN p,MATCH p=shortest((r:Reaction {id:'R00200'})-[:CONTAINS*]->(p:Pathway)) RETURN DISTINCT p.id LIMIT 10,"
MATCH (p:Pathway)-[r:CONTAINS*1..3]-(re:Reaction)<-[:CATALYZES]-(ec:EC)
WHERE re.id = 'R00200'
RETURN p.title, p.image
LIMIT 10;
",I don't know the answer.
Phase 1,Reverse Pathway Queries,List pathways containing reaction R07449,1.0,MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction {id: 'R07449'}) RETURN p,MATCH p=shortest((r:Reaction {id:'R07449'})-[:CONTAINS*0..5]-(:Pathway)) RETURN p LIMIT 20,"
MATCH p=()-[r:CONTAINS*1..3]-(c:Pathway)<-[rr:CONTAINS]-(:Reaction {id: ""R07449""}) 
RETURN c.id, c.title
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,How many enzymes does gene ats:109733199 encode?,1.0,MATCH (n {id: 'ats:109733199'})-[r]->(m) RETURN count(r),MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC) RETURN e LIMIT 10,"
MATCH (g:Gene {id: ""ats:109733199""})-[:ENCODES*1..3]->(ec:EC)
RETURN COUNT(ec) AS num_enzymes
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,Count reactions catalyzed by EC:1.1.1.1,1.0,MATCH (n {id: 'EC:1.1.1.1'})-[r]->(m) RETURN count(r),MATCH (e:EC {id: '1.1.1.1'})-[:CATALYZES]->(r:Reaction) RETURN r LIMIT 10,"
MATCH (ec:EC {id: '1.1.1.1'})-[:CATALYZES*1..3]->(reaction:Reaction)
RETURN COUNT(reaction) AS count
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,How many reactions use compound C00022 as substrate?,,MATCH (n {id: 'C00022'})-[r]->(m) RETURN count(r),MATCH (c:Compound {id: 'C00022'})<-[:SUBSTRATE_OF]-(r:Reaction) RETURN r LIMIT 20,"
MATCH (c:Compound {id: 'C00022'})-[:SUBSTRATE_OF*1..3]->(r:Reaction)
RETURN COUNT(r) AS count
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,Count genes in ortholog K00010,,MATCH (n)-[r]->(m:{id:'K00010'}) RETURN count(r),MATCH (o:Ortholog {id: 'K00010'})-[:BELONGS_TO]->(g:Gene) RETURN g LIMIT 20,"
MATCH (o:Ortholog {id: ""K00010""})-[:BELONGS_TO*1..3]->(g:Gene) 
RETURN COUNT(g) AS count
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,How many reactions are in pathway ko00010?,,MATCH (n {id: $id})-[r]->(m) RETURN count(r),MATCH (p:Pathway {id: 'ko00010'})<-[:CONTAINS]-(r:Reaction) RETURN r LIMIT 20,"
MATCH (p:Pathway {id: ""ko00010""})-[:CONTAINS*1..3]-(r:Reaction) 
RETURN COUNT(r) AS count
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,Count functional units in pathway ko00020,,MATCH (n {id: $id})-[r]->(m) RETURN count(r),MATCH (p:Pathway {id: 'ko00020'})<-[:CONTAINS]-(fu:FunctionalUnit) RETURN fu LIMIT 20,"
MATCH (p:Pathway {id: ""ko00020""})-[:CONTAINS*1..3]-(fu:FunctionalUnit)
RETURN COUNT(fu) AS count
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,How many genes encode enzyme EC:1.1.1.1?,,MATCH (n)-[r]->(m {id: 'EC:1.1.1.1'}) RETURN count(r),MATCH (g:Gene)-[:ENCODES]->(ec:EC) WHERE ec.id = '1.1.1.1' RETURN g LIMIT 20,"
MATCH (g:Gene)-[:ENCODES {species: ""EC:1.1.1.1""}]->(ec:EC)
RETURN COUNT(g) AS count
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,Count genes in ortholog K00010,,MATCH (n)-[r]->(m {id: 'K00010'}) RETURN count(r),MATCH (o:Ortholog {id: 'K00010'})-[:BELONGS_TO]->(g:Gene) RETURN g LIMIT 20,"
MATCH (o:Ortholog {id: ""K00010""})-[:BELONGS_TO*1..3]->(g:Gene) 
RETURN COUNT(g) AS count
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,How many reactions produce compound C00022?,,MATCH (n)-[r]->(m {id: 'C00022'}) RETURN count(r),MATCH (c:Compound {id: 'C00022'})<-[:PRODUCES]-(r:Reaction) RETURN r LIMIT 20,"
MATCH (c:Compound {id: 'C00022'})-[:SUBSTRATE_OF*1..3]-(r:Reaction)-[:PRODUCES]->(c)
RETURN COUNT(r) AS count
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,Count enzymes that catalyze reaction R00001?,,MATCH (n)-[r]->(m {id: 'R00001'}) RETURN count(r),MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WHERE r.id = 'R00001' RETURN e LIMIT 10,"
MATCH (r:Reaction {id: ""R00001""})-[:CATALYZED_BY*1..3]-(ec:EC)
RETURN COUNT(ec) AS count
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,How many compounds are substrates of reaction R00010?,,MATCH (n)-[r]->(m {id: 'R00010'}) RETURN count(r),MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE r.id = 'R00010' RETURN c LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 1,Aggregation Queries,Count reactions in pathway ko00010,,MATCH (n)-[r]->(m {id: $id}) RETURN count(r),MATCH (p:Pathway {id: 'ko00010'})-[:CONTAINS*]->(r:Reaction) RETURN COUNT(r) AS count,"
MATCH (p:Pathway {id: ""ko00010""})-[:CONTAINS*1..3]->(r:Reaction)
RETURN COUNT(r) AS count
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,What types of nodes is gene ats:109761713 connected to?,,MATCH (n {id: 'ats:109761713'})-[]->(m) RETURN DISTINCT labels(m),"MATCH (g:Gene {id: 'ats:109761713'})-[r]-()
RETURN type(r), COUNT(*) AS count
ORDER BY count DESC
LIMIT 20",ERROR - Invalid query generated,Error: list index out of range
Phase 1,Aggregation Queries,Show node types connected to pathway path:ats01040,,MATCH (n {id: 'path:ats01040'})-[]->(m) RETURN DISTINCT labels(m),MATCH (p:Pathway {id: 'path:ats01040'})-[r]-(n) RETURN n LIMIT 20,"
MATCH (p:Pathway {id: 'path:ats01040'})-[:CONTAINS*1..3]->(n)
RETURN n
LIMIT 10;
",I don't know the answer.
Phase 1,Aggregation Queries,What entities does compound C06000 interact with?,,MATCH (n {id: 'C06000'})-[]->(m) RETURN DISTINCT labels(m),"MATCH (e {id: $entity_id})-[r]-(neighbor)
RETURN neighbor.id AS neighbor_id,
       neighbor.name AS neighbor_name,
       labels(neighbor)[0] AS neighbor_type,
       type(r) AS relationship,
       CASE
         WHEN startNode(r) = e THEN 'outgoing'
         ELSE 'incoming'
       END AS direction","
MATCH (c:Compound {id: 'C06000'})-[*1..3]-(n) RETURN n LIMIT 10
",C00001.
