Result,Reason (Match Type),Counts (Bot / GT),Missing IDs (Example),Extra IDs (Example),Question,Bot Query,Truth Query
✅ Correct,Subset Match,305 / 439,"['Glutaryl-CoA', 'C03819', 'UDP-3-O-[(3R)-3-hydroxyacyl]-alpha-D-glucosamine']",-,Which compounds are used in multiple pathways?,"MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound)
WITH c, COUNT(DISTINCT p) AS pathwayCount
WHERE pathwayCount > 1
RETURN DISTINCT c","MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount"
✅ Correct,Full Match,439 / 439,-,"['Valine, leucine and isoleucine degradation', 'Triacylglycerol & Fatty Acid Degradation', 'alpha-Linolenic acid metabolism']",Find metabolites shared across pathways,"MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]-(r:Reaction)-[:CONTAINS]-(p:Pathway)
WITH c, COLLECT(DISTINCT p) AS pathways
WHERE size(pathways) > 1
RETURN c.name AS CompoundName, c.id AS CompoundId, size(pathways) AS NumberOfPathways, [pathway IN pathways | pathway.title] AS PathwayTitles","MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount"
✅ Correct,Subset Match,100 / 439,"['C05267', 'C20879', 'omega-Hydroxy fatty acid']",-,Show compounds with broad pathway involvement,"MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]-(r:Reaction)-[:CONTAINS]-(p:Pathway)
RETURN c.name AS Compound, count(DISTINCT p) AS PathwayCount
ORDER BY PathwayCount DESC
LIMIT 100","MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount"
✅ Correct,Subset Match,0 / 439,"['C05267', 'C20879', 'omega-Hydroxy fatty acid']",-,Get hub metabolites in the network,MATCH (n:Compound {id: '2.7.7.14'}) RETURN n,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount"
✅ Correct,Subset Match,100 / 439,"['C05267', 'C20879', 'Digalactosyl-diacylglycerol']","['Valine, leucine and isoleucine degradation', 'Triacylglycerol & Fatty Acid Degradation', 'alpha-Linolenic acid metabolism']",Which compounds connect different pathways?,"MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]-(r:Reaction)-[:CONTAINS]-(p:Pathway)
WITH c, COLLECT(DISTINCT p) AS connectedPathways
WHERE size(connectedPathways) > 1
RETURN c.name AS Compound, [pathway IN connectedPathways | pathway.title] AS PathwaysConnected
LIMIT 100","MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount"
✅ Correct,Subset Match,100 / 439,"['C05267', 'Digalactosyl-diacylglycerol', 'C15781']",-,List compounds appearing in multiple metabolic routes,"MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]-(r:Reaction)-[:CONTAINS]-(p:Pathway)
WITH c, COLLECT(DISTINCT p) AS pathways
WHERE size(pathways) > 1
RETURN c.id, c.name, size(pathways) AS numberOfPathways
LIMIT 100","MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount"
✅ Correct,Subset Match,100 / 23152,"['R08174', 'R04019', 'R07604']",['None'],Which reactions use the same substrates?,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction)
WITH c, COLLECT(r) AS reactions
WHERE size(reactions) > 1
RETURN c.name AS sharedSubstrate, [reaction IN reactions | reaction.name] AS reactionsSharingThisSubstrate
LIMIT 100","MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2"
✅ Correct,Subset Match,0 / 23152,"['phsophatidyl-L-serine carboxy-lyase', 'R07761', 'R12141']",-,Find competing reactions for substrates,MATCH (c:Compound {id: '2.7.7.14'})-[:SUBSTRATE_OF]-(r:Reaction) RETURN r,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2"
✅ Correct,Subset Match,100 / 23152,"['phsophatidyl-L-serine carboxy-lyase', 'R07761', 'R12141']",-,Show reactions with overlapping substrate requirements,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r1:Reaction)
MATCH (c)-[:SUBSTRATE_OF]->(r2:Reaction)
WHERE r1 <> r2
RETURN r1, r2
LIMIT 100","MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2"
✅ Correct,Subset Match,0 / 23152,"['phsophatidyl-L-serine carboxy-lyase', 'R07761', 'R12141']",-,Get reactions that share input compounds,MATCH (p1:Pathway {id: '2.7.7.14'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: '2.7.7.14'}) RETURN r,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2"
✅ Correct,Subset Match,17 / 23152,"['phsophatidyl-L-serine carboxy-lyase', 'R07761', 'R12141']",-,Which reactions compete for the same metabolites?,MATCH (c:Compound {id: 'C00019'})-[:SUBSTRATE_OF]-(r:Reaction) RETURN r,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2"
✅ Correct,Subset Match,0 / 23152,"['phsophatidyl-L-serine carboxy-lyase', 'R07761', 'R12141']",-,List reaction R03777 pairs with common substrates,"MATCH (r1:Reaction {id: 'R03777'})-[:CONSUMES]->(s:Substrate)<-[:CONSUMES]-(r2:Reaction)
WHERE r1 <> r2
RETURN r1, r2","MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2"
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ath00280'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00280'1 RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Which reactions are unique to pathway path:ath00280?,MATCH (p:Pathway {id: 'ath00280'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH (p1:Pathway {id: 'path:ath00280'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00280'1 RETURN r
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00010'1 RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Find reactions exclusive to ath00280,MATCH (p:Pathway {id: 'ath00280'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00010'1 RETURN r
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:gmx00603'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:gmx00603'1 RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Show reactions only in pathway path:gmx00603,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH (p1:Pathway {id: 'path:gmx00603'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:gmx00603'1 RETURN r
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ath00280'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00020'1 RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Get reactions specific to TCA cycle,MATCH (p:Pathway {id: 'TCA cycle'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH (p1:Pathway {id: 'path:ath00280'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00020'1 RETURN r
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ath00603'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00603'1 RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Which reactions appear only in pathway path:ath00603?,MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH (p1:Pathway {id: 'path:ath00603'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00603'1 RETURN r
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00061'1 RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,List reactions exclusive to fatty acid biosynthesis,MATCH (p:Pathway {id: 'path:ats00061'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00061'1 RETURN r
✅ Correct,Subset Match,338 / 442,-,"['Digalactosyl-diacylglycerol', 'C00001', 'C15781']","Which compounds are only produced, never consumed?","MATCH (c:Compound)
WHERE EXISTS { (r:Reaction)-[:PRODUCES]->(c) }
  AND NOT EXISTS { (c)-[:CONSUMES]->(r2:Reaction) }
RETURN c",MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c
✅ Correct,Subset Match,0 / 442,"['C05267', 'C03231', 'Ceramide phosphoethanolamine']",-,Find terminal metabolic products,MATCH (p:Pathway {id: '2.7.7.14'})-[:CONTAINS]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c
✅ Correct,Subset Match,100 / 442,"['C05267', 'C03231', 'Ceramide phosphoethanolamine']","['C18H36O2', 'C8H13OSR', 'C14H25O2SR']",Show end products in the network,"MATCH (r:Reaction)-[:PRODUCES]->(c:Compound)
WHERE NOT EXISTS {
  (c)-[:SUBSTRATE_OF]->(:Reaction)
}
RETURN c.name, c.id, c.formula
LIMIT 100",MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c
✅ Correct,Subset Match,0 / 442,"['C05267', 'C03231', 'Ceramide phosphoethanolamine']",-,Get compounds that are dead-end products,MATCH (n:Compound {id: '2.7.7.14'}) RETURN n,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c
✅ Correct,Subset Match,0 / 442,"['C05267', 'C03231', 'Ceramide phosphoethanolamine']",-,Which compounds have no downstream reactions?,MATCH (r:Reaction) WHERE NOT (r)-[:PRODUCES]-() RETURN r,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c
✅ Correct,Subset Match,100 / 442,"['C05267', 'C03231', 'Long-chain 3-hydroxysterol ester']",-,List final output compounds,"MATCH (r:Reaction)-[:PRODUCES]->(c:Compound)
WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->(:Reaction))
RETURN DISTINCT c.name AS finalOutputCompound
LIMIT 100",MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c
✅ Correct,Full Match,154 / 406,-,-,"Which compounds are only consumed, never produced?","MATCH (c:Compound)
WHERE EXISTS((c)-[:SUBSTRATE_OF]-(:Reaction))
AND NOT EXISTS((:Reaction)-[:PRODUCES]-(c))
RETURN c",MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c
✅ Correct,Subset Match,0 / 406,"['Glutaryl-CoA', 'N-Terminal-glycyl-[protein]', 'GA1']",-,Find starting materials in metabolism,MATCH (p:Pathway {id: '01100'})-[:CONTAINS]-(r:Reaction)-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c
✅ Correct,Full Match,154 / 406,-,-,Show input-only compounds,"MATCH (c:Compound)
WHERE EXISTS {
    (c)-[:SUBSTRATE_OF]->(:Reaction)
}
AND NOT EXISTS {
    (:Reaction)-[:PRODUCES]->(c)
}
RETURN c",MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c
✅ Correct,Subset Match,0 / 406,"['Glutaryl-CoA', 'N-Terminal-glycyl-[protein]', 'GA1']",-,Get compounds that must come from outside,MATCH (p:Pathway {id: '2.7.7.14'})-[:CONTAINS]-(r:Reaction)-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c
✅ Correct,Subset Match,0 / 406,"['Glutaryl-CoA', 'N-Terminal-glycyl-[protein]', 'GA1']",-,Which compounds have no production pathway?,MATCH (r:Reaction) WHERE NOT (r)-[:PRODUCES]-() RETURN r,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c
✅ Correct,Subset Match,310 / 406,-,"['Digalactosyl-diacylglycerol', 'C00001', 'C15781']",List external input requirements,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c
✅ Correct,Subset Match,148 / 148,"['R08174', 'R04019', 'phsophatidyl-L-serine carboxy-lyase']",-,Which enzymes catalyze multiple reactions?,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
WITH e, count(r) AS reactionCount
WHERE reactionCount > 1
RETURN e","MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions"
✅ Correct,Full Match,148 / 148,"['R08174', 'R04019', 'phsophatidyl-L-serine carboxy-lyase']","['30', '14', '13']",Find promiscuous enzymes,"MATCH (e:EC)-[:CATALYZES]-(r:Reaction)
WITH e, count(DISTINCT r) AS numReactions
WHERE numReactions > 1
RETURN e.id, e.name, numReactions","MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions"
✅ Correct,Subset Match,0 / 148,"['R08174', 'R04019', 'phsophatidyl-L-serine carboxy-lyase']",-,Show enzymes with broad substrate specificity,MATCH (n:EC {id: 'EC:5.3.3.8'}) RETURN n,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions"
✅ Correct,Subset Match,0 / 148,"['R08174', 'R04019', 'phsophatidyl-L-serine carboxy-lyase']",-,Get multi-functional enzymes,MATCH (n:EC {id: 'EC:2.7.7.14'}) RETURN n,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions"
❌ Incorrect,Mismatch,100 / 148,"['R08174', 'R04019', 'phsophatidyl-L-serine carboxy-lyase']","['L-pipecolate oxidase', '1.5.1.8', 'cycloeucalenol cycloisomerase']",Which EC numbers have multiple activities?,MATCH (n:EC) RETURN n LIMIT 100,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions"
❌ Incorrect,Mismatch,100 / 148,"['R08174', 'R04019', 'phsophatidyl-L-serine carboxy-lyase']","['L-pipecolate oxidase', '1.5.1.8', 'cycloeucalenol cycloisomerase']",List enzymes with diverse catalytic roles,MATCH (n:EC) RETURN n LIMIT 100,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions"
Invalid (GT Error),GT Error: Error: {neo4j_code: Neo.ClientError.Statement.ParameterMissing} {message: Expected parameter(s): threshold} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax},0 / 0,,,Which compounds are central metabolites?,MATCH (n:Compound {id: '2.7.7.14'}) RETURN n,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC"
Invalid (GT Error),GT Error: Error: {neo4j_code: Neo.ClientError.Statement.ParameterMissing} {message: Expected parameter(s): threshold} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax},0 / 0,,,Find hub compounds in the network,MATCH (n:Compound {id: '2.7.7.14'}) RETURN n,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC"
Invalid (GT Error),GT Error: Error: {neo4j_code: Neo.ClientError.Statement.ParameterMissing} {message: Expected parameter(s): threshold} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax},0 / 0,,,Show compounds with most connections,"MATCH (n:Compound)
RETURN n, size((n)--()) AS connections
ORDER BY connections DESC
LIMIT 10","MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC"
Invalid (GT Error),GT Error: Error: {neo4j_code: Neo.ClientError.Statement.ParameterMissing} {message: Expected parameter(s): threshold} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax},0 / 0,,,Get key metabolic intermediates,"MATCH (e:EC)-[:CATALYZES]->(r_sub:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)
WHERE e.id IN [""2.7.7.14"", ""3.1.1.5""]
WITH DISTINCT c
WHERE EXISTS {
  MATCH (c)<-[:PRODUCES]-(:Reaction)
}
RETURN DISTINCT c.name AS IntermediateCompoundName, c.id AS IntermediateCompoundId

UNION

MATCH (e:EC)-[:CATALYZES]->(r_prod:Reaction)-[:PRODUCES]->(c:Compound)
WHERE e.id IN [""2.7.7.14"", ""3.1.1.5""]
WITH DISTINCT c
WHERE EXISTS {
  MATCH (c)-[:SUBSTRATE_OF]->(:Reaction)
}
RETURN DISTINCT c.name AS IntermediateCompoundName, c.id AS IntermediateCompoundId
LIMIT 100","MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC"
Invalid (GT Error),GT Error: Error: {neo4j_code: Neo.ClientError.Statement.ParameterMissing} {message: Expected parameter(s): threshold} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax},0 / 0,,,Which compounds have highest degree?,MATCH (n:Compound) RETURN n LIMIT 100,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC"
Invalid (GT Error),GT Error: Error: {neo4j_code: Neo.ClientError.Statement.ParameterMissing} {message: Expected parameter(s): threshold} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax},0 / 0,,,List most connected metabolites,MATCH (n:Compound) RETURN n LIMIT 100,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC"
✅ Correct,Subset Match,0 / 12,"['Other glycan degradation', 'RNA degradation', 'aralip_18']",-,Which pathways are isolated?,"MATCH (p:Pathway)
WHERE NOT EXISTS((p)-[:CONTAINS]-())
RETURN p.id, p.title, p.species",MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p
✅ Correct,Subset Match,0 / 12,"['Other glycan degradation', 'RNA degradation', 'aralip_18']",-,Find pathways with no connections to others,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]-() RETURN p,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p
✅ Correct,Subset Match,100 / 12,-,"['path:csat00603', 'path:ats00603', 'path:ath00310']",Show standalone metabolic pathways,MATCH (n:Pathway) RETURN n,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p
✅ Correct,Subset Match,0 / 12,"['Other glycan degradation', 'RNA degradation', 'aralip_18']",-,Get pathways without metabolic crosstalk,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]-() RETURN p,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p
✅ Correct,Full Match,12 / 12,-,"['ATH', 'GMX', 'ATS']",Which pathways don't share metabolites with others?,"MATCH (p1:Pathway)
WHERE NOT EXISTS {
    MATCH (p1)-[:CONTAINS]->(r1:Reaction)
    MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]-(r1)
    MATCH (p2:Pathway)
    WHERE p1 <> p2
    MATCH (p2)-[:CONTAINS]->(r2:Reaction)
    MATCH (c)-[:SUBSTRATE_OF|PRODUCES]-(r2)
}
RETURN p1.id, p1.title, p1.species",MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p
✅ Correct,Subset Match,100 / 12,-,"['path:csat00603', 'path:ats00603', 'path:ath00310']",List disconnected pathways,MATCH (n:Pathway) RETURN n LIMIT 100,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p
Invalid (GT Error),GT Error: Timeout,0 / 0,,,How are pathways connected through compounds?,"MATCH (p1:Pathway)-[:CONTAINS]-(r1:Reaction)
MATCH (r1)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound)
MATCH (c)-[:PRODUCES|SUBSTRATE_OF]-(r2:Reaction)
MATCH (r2)-[:CONTAINS]-(p2:Pathway)
WHERE p1 <> p2
RETURN p1.name, c.name, p2.name
LIMIT 100","MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2"
Invalid (GT Error),GT Error: Timeout,0 / 0,,,Find compounds linking different pathways,"MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]-(r:Reaction)
MATCH (p:Pathway)-[:CONTAINS]-(r)
WITH c, COLLECT(DISTINCT p) AS pathways
WHERE size(pathways) > 1
RETURN c.name, [p IN pathways | p.title] AS linkedPathways","MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2"
Invalid (GT Error),GT Error: Error: Record contains broken data at 0 ('p1'),0 / 0,,,Show metabolic pathway path:gmx01040 connections,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]-(r:Reaction) RETURN r,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2"
Invalid (GT Error),"GT Error: Error: Failed to read from closed connection IPv4Address(('128.206.232.34', 7687)) (ResolvedIPv4Address(('128.206.232.34', 7687)))",0 / 0,,,Get compounds that bridge pathways,"MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]-(r:Reaction)-[:CONTAINS]-(p:Pathway)
WITH c, COLLECT(DISTINCT p) AS pathways
WHERE size(pathways) > 1
RETURN c.id AS CompoundId, c.name AS CompoundName, [pathway IN pathways | pathway.title] AS BridgingPathways
LIMIT 100","MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2"
